model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-4.1,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.95,"This is a genuine bug report about keyboard input behavior in the UEFI shell under a specific QEMU configuration, which is relevant to OvmfPkg and contains enough information to investigate.",False,needs-maintainer-feedback
gpt-4.1,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.95,"The issue reports a problem with coding style enforcement tools (Uncrustify configuration), which is relevant to EDK II infrastructure and standards.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-4.1,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.98,"The issue reports a potential bug in UsbMassStorageDxe regarding lack of retry logic for transient USB failures, which is a valid firmware concern and provides enough context to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-4.1,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.95,"The issue reports a potential bug in the GetNameElement() parser within HiiDatabaseDxe, which is a valid EDK II component.",False,
gpt-4.1,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.85,"The issue reports a potential code problem in SetupBrowserDxe related to a recent pull request, which is relevant and actionable for EDK II maintainers.",False,needs-triage
gpt-4.1,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,1.0,"This is a valid bug report about a build failure with a specific compiler version and flags, which is relevant to EDK II development.",False,
gpt-4.1,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.85,"The issue reports a guest startup failure on RISC-V using QEMU-KVM with OvmfPkg, which is a valid bug report related to EDK II firmware components.",False,needs-maintainer-feedback
gpt-4.1,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.95,"The issue reports a potential bug regarding a value mismatch in a defined constant, which is specific and actionable for EDK II maintainers.",False,needs-maintainer-feedback
gpt-4.1,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,1.0,"This is a genuine build failure in EmulatorPkg due to a missing header file, which is relevant and actionable for EDK II maintainers.",False,needs-triage
gpt-4.1,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,1.0,"This is a genuine build failure report for RedfishPkg with specific toolchain and error details, making it valid for investigation.",False,needs-maintainer-feedback|needs-triage
gpt-4.1,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,1.0,"This is a genuine build failure report for RedfishPkg with specific error details, making it valid for investigation.",False,needs-maintainer-feedback|needs-triage
gpt-4.1,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,1.0,"This is a bug report about a build failure with a specific toolchain and package, which is directly relevant to EDK II development.",False,needs-maintainer-feedback|needs-owner|needs-triage
