model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
claude-opus-4-7,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.7,"This is a specific, reproducible bug report regarding keyboard input handling in UEFI shell under OVMF with -nographic mode, which is a legitimate EDK II issue worth investigating.",False,needs-maintainer-feedback
claude-opus-4-7,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.9,This is a legitimate bug report about EDK II's coding style enforcement tool (Uncrustify) configuration contradicting the documented Coding Standard.,False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.8,"This is a specific bug report about USB mass storage driver behavior with a clear technical issue, similar to historical VALID issues in this area.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.8,"This appears to be a specific bug report about a parser issue in a known function within HiiDatabaseDxe, which is a legitimate EDK II component.",False,
claude-opus-4-7,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.85,"This is a specific bug report referencing a code issue introduced by a particular PR in SetupBrowserDxe, similar to historical VALID issues in the same module.",False,needs-triage
claude-opus-4-7,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.9,"This is a legitimate build failure report involving a specific compiler version and the ShellPkg, which aligns with prior VALID build-failure issues.",False,
claude-opus-4-7,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.7,"This appears to be a genuine bug report about OVMF/EDK II failing to boot a QEMU/KVM guest on RISC-V, which is a legitimate firmware issue worth investigating.",False,needs-maintainer-feedback
claude-opus-4-7,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.8,"This appears to be a genuine bug report about a value mismatch in a defined constant in MdePkg, which is a legitimate firmware code issue worth investigating.",False,needs-maintainer-feedback
claude-opus-4-7,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.85,"This is a genuine build failure bug report for EmulatorPkg with a specific missing header error, similar to other valid EmulatorPkg build issues in the historical examples.",False,needs-triage
claude-opus-4-7,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.9,"This is a legitimate build failure report for RedfishPkg with the CLANGPDB toolchain, similar to other VALID build failure issues in the project's history.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.9,"This is a genuine build failure report for RedfishPkg with the CLANGPDB toolchain, similar to historical VALID issues about CLANGPDB build failures.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.9,"This is a legitimate build failure bug report for a specific toolchain/architecture/target combination, similar to historical VALID build failure issues.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.9,"This is a legitimate request to update a build toolchain dependency (NASM) to fix a real IA32 CLANGDWARF link issue, which relates to EDK II build infrastructure.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.9,"This is a specific bug report identifying a regression caused by a particular commit affecting menu input handling in ARM platform firmware, which is a legitimate EDK II issue.",False,needs-triage
claude-opus-4-7,11800,[Bug]: non-x86 Option Rom never be reached if multiple Option Rom images are found on non-x86 platform.,mdemodulepkg,False,0.85,"This is a specific bug report about Option ROM handling logic failing on non-x86 platforms when multiple images are present, which is a legitimate firmware bug in MdeModulePkg.",False,needs-triage
claude-opus-4-7,11797,[Bug]: Build error when STATIC Stack check is enabled on X86 Architectures on GCC Build,mdepkg,False,0.9,"This is a legitimate build failure bug report related to GCC stack check on X86 architectures, which is a real EDK II build infrastructure issue.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,11793,[Bug]: BdsDxe build fails with CLANGPDB,mdemodulepkg,False,0.9,"This is a genuine build failure report for a specific EDK II module with a specific toolchain, similar to historical VALID build error issues.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,11792,[Bug]: UefiPayloadPkg cannot be built with VS2022,uefipayloadpkg,False,0.85,"This is a legitimate build failure report for UefiPayloadPkg with VS2022, similar to prior VALID build error issues.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,11791,[Bug]: SignedCapsulePkg cannot be built with VS2022,signedcapsulepkg,False,0.9,"This is a legitimate build failure report for a specific package and toolchain, consistent with prior valid issues like 'SignedCapsulePkg build failure' and 'Build fail with VS2019'.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,False,0.85,"This is a legitimate build failure report for CryptoPkg with a specific compiler (VS2022), which is a valid bug for the EDK II tracker.",False,needs-maintainer-feedback
claude-opus-4-7,11787,[Bug]: HiiDatabaseDxe build fails with CLANGPDB,mdemodulepkg,False,0.85,"This is a genuine build failure report for a specific module with a specific toolchain, similar to the historical VALID CLANGPDB build failure issue.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,11786,[Bug]: SetupBrowserDxe build fails with CLANGPDB,mdemodulepkg,False,0.9,"This is a legitimate build failure report for a specific package and toolchain, similar to historical VALID issues like the CLANGPDB build failure in StandaloneMmCoreEntryPoint.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,11772,[Bug]: FdfParser parse include statement before conditional statement,basetools,False,0.85,"This is a legitimate bug report about the FDF parser in BaseTools incorrectly processing !include statements before conditional statements, which aligns with similar valid historical BaseTools FDF parser issues.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,11764,[Bug]: SmiHandlerUnRegister  is pended forever when an unregistered SMI get called,mdemodulepkg,False,0.8,"This describes a specific reproducible bug in SMI handler unregistration logic with a hang condition, which is a legitimate bug report worth investigating.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,False,0.95,"This is a specific bug report describing a runtime crash in RealTimeClockRuntimeDxe due to BaseRiscV64CpuTimerLib not being OS-runtime safe, with high engagement indicating a legitimate firmware issue.",False,
claude-opus-4-7,11554,[Bug]: <title> Pci command -i can't display PCIe Designated Vendor Specific Extended Capability correctly.,shellpkg,False,0.85,"This is a specific bug report about the Pci shell command incorrectly displaying PCIe DVSEC capability, consistent with prior VALID PCIe extended capability issues.",False,needs-triage
claude-opus-4-7,11509,[Bug]: TCG2/TPM2 support on aarch64 does not work,ovmfpkg,False,0.85,"This is a genuine bug report describing TCG2/TPM2 support failure on aarch64 in OvmfPkg, which is a legitimate firmware bug requiring investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,False,0.9,"This is a legitimate bug report about the ECC checker silently failing in EDK II CI, which relates to build infrastructure and coding style enforcement tools.",False,
claude-opus-4-7,11480,[Bug]: boot stuck in aarch64 uefi,armpkg|armplatformpkg|armvirtpkg,False,0.6,A boot hang on AArch64 UEFI is a genuine bug report related to EDK II ARM packages and warrants investigation.,False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,11462,[Bug]: LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX value does not match the UEFI specification,mdepkg,False,0.9,"This is a legitimate bug report identifying a discrepancy between an EDK II MdePkg definition and the UEFI specification, which is a clear specification compliance issue.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,11460,[Bug]: OVMF secure boot settings unusable with serial console,ovmfpkg,False,0.8,"This appears to be a legitimate bug report about OVMF secure boot settings being unusable with a serial console, which is a real firmware functionality issue.",False,needs-owner|needs-triage
claude-opus-4-7,11453,[Bug]: AsciiSPrint does not handle %s correctly,ovmfpkg,False,0.7,"This appears to be a genuine bug report about a string formatting function in EDK II's print library, which is a legitimate firmware development concern.",False,needs-owner|needs-triage
claude-opus-4-7,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,False,0.9,"This is a legitimate feature request to add MRDIMM support in ShellPkg to align with SMBIOS v3.8 specification, similar to prior valid SMBIOS spec update issues.",False,needs-maintainer-feedback
claude-opus-4-7,11428,[Bug]: Terminal layout issue in Boot Manager when running qemu-system-x86_64 with -nographic,ovmfpkg,False,0.8,"This is a specific bug report about terminal layout rendering in the Boot Manager when using OVMF with QEMU's -nographic option, which is a legitimate reproducible firmware UI issue.",False,needs-triage
claude-opus-4-7,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,False,0.85,"This describes a genuine race condition bug in UefiCpuPkg where BSP may free the AP reset vector buffer while AP wake-up is still in progress, which is a legitimate firmware bug.",False,needs-maintainer-feedback
claude-opus-4-7,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,False,0.8,"This appears to be a legitimate build error report with the CLANG toolchain in CryptoPkg, similar to historical VALID issues involving CLANG build errors.",False,needs-maintainer-feedback
claude-opus-4-7,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,False,0.85,"This is a specific, reproducible bug report about UEFI runtime drivers loaded after EndOfDxe failing to be executable by the OS, which is a legitimate firmware issue worth investigating.",False,needs-maintainer-feedback
claude-opus-4-7,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,False,0.9,"This is a genuine bug report about TCG2/TPM2 support failing on RISC-V in OvmfPkg, which is a legitimate firmware component issue.",False,needs-maintainer-feedback
claude-opus-4-7,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,False,0.85,"This is a specific bug report about a potential infinite loop and incorrect DeviceList handling in OpalPassword, consistent with prior valid OpalPassword bugs in this project.",False,needs-maintainer-feedback
claude-opus-4-7,11299,[Bug]: Wide character display is truncated on BIOS Setup.,mdemodulepkg,False,0.8,"This is a specific bug report about wide character display truncation in BIOS Setup, which is a legitimate UI/HII rendering issue in MdeModulePkg.",False,needs-triage
claude-opus-4-7,11292,"[Bug]: UEFI-SCT BBTestGetImageConformanceTestCheckpoint4 expects the GetImage() function to return an EFI_SECURITY_VIOLATION error, which deviates from the expected behavior defined in the UEFI specification.",other,False,0.85,"This is a legitimate bug report about UEFI-SCT test behavior deviating from the UEFI specification, similar to historical VALID SCT-related issues.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,11258,[Bug] Secure Boot Bypass Through UEFI Shell,securitypkg,False,0.8,"This appears to be a legitimate security vulnerability report regarding Secure Boot bypass, which warrants investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,False,0.8,"This is a specific bug report describing an assertion triggered by a default string ID of 0 in MdeModulePkg, which warrants investigation.",False,
claude-opus-4-7,11216,[Bug]: [ArmVirtPkg] Missing EFI Internal Shell in Boot Menu,armvirtpkg,False,0.7,"This appears to be a genuine bug report about a missing EFI Internal Shell in the ArmVirtPkg boot menu, which is a legitimate firmware issue worth investigating.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,False,0.85,"This is a legitimate static code analysis bug report for NetworkPkg, similar to previously valid issues about ECC/static code fixes in NetworkPkg.",False,needs-triage
