model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
claude-opus-4-7,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.7,"This is a specific bug report about backspace key handling in UEFI shell under QEMU -nographic mode, which is a reproducible OvmfPkg/serial console issue worth investigating.",False,needs-maintainer-feedback
claude-opus-4-7,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.85,This is a legitimate bug report about EDK II's coding style enforcement tool (Uncrustify) producing formatting that contradicts the documented Coding Standard.,False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.8,"This appears to be a legitimate bug report about a missing retry mechanism in UsbMassStorageDxe driver, which is a real EDK II component.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.85,"This appears to be a specific bug report about a parser issue in a named function within a specific MdeModulePkg driver, which is a legitimate EDK II component.",False,
claude-opus-4-7,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.85,"This is a specific bug report referencing a particular pull request that introduced a code issue in SetupBrowserDxe, which is a legitimate bug report for investigation.",False,needs-triage
claude-opus-4-7,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.9,"This is a legitimate build failure report against a specific compiler version with -Werror, which is a real bug in EDK II ShellPkg.",False,
claude-opus-4-7,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.7,"A boot failure of a RISC-V guest with OVMF appears to be a genuine bug report relevant to OvmfPkg, so should be treated as valid pending more investigation.",False,needs-maintainer-feedback
claude-opus-4-7,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.8,"This appears to be a legitimate bug report identifying a value mismatch in a defined constant within MdePkg, which is a real code issue worth investigating.",False,needs-maintainer-feedback
claude-opus-4-7,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.8,"This is a legitimate build failure report for EmulatorPkg related to a missing system header, which is a real bug to investigate.",False,needs-triage
claude-opus-4-7,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.9,"This is a legitimate, reproducible build failure in RedfishPkg under CLANGPDB IA32 NOOPT, which is a real bug worth investigating.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.9,"This is a legitimate build failure bug report for RedfishPkg with a specific toolchain (CLANGPDB), providing a clear linker error message.",False,needs-maintainer-feedback|needs-triage
claude-opus-4-7,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.9,"This is a legitimate build failure bug report for a specific toolchain/architecture/package combination, which falls under EDK II build infrastructure issues.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-opus-4-7,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.85,"This is a legitimate request to update a build tool dependency (NASM) to fix a known IA32 CLANGDWARF linker issue, which relates to EDK II build infrastructure.",False,needs-maintainer-feedback|needs-triage
