model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.5,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.82,"This reports a potentially reproducible keyboard input problem in the UEFI shell when using OVMF with QEMU -nographic, which is directly related to EDK II firmware behavior.",False,needs-maintainer-feedback
gpt-5.5,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.95,"The issue concerns EDK II coding style enforcement via the Uncrustify configuration and a possible conflict with the project coding standard, which is a legitimate bug report for the project infrastructure.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.92,"The issue concerns a plausible bug/robustness improvement in the EDK II UsbMassStorageDxe driver, which is an in-scope firmware component and similar USB mass storage issues have been treated as valid.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.78,"The issue reports a parser problem in the EDK II MdeModulePkg HiiDatabaseDxe component, which is a firmware bug area suitable for investigation.",False,
gpt-5.5,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.86,"The issue reports a code bug in the EDK II SetupBrowserDxe component introduced by a specific pull request, which is a firmware component problem suitable for investigation.",False,needs-triage
gpt-5.5,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.98,"This is a legitimate EDK II ShellPkg build failure involving GCC and -Werror, which is within the project’s build infrastructure scope.",False,
gpt-5.5,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.82,"The issue reports a guest boot/start failure involving qemu-kvm on RISC-V under OvmfPkg, which is a relevant EDK II firmware/runtime problem suitable for investigation.",False,needs-maintainer-feedback
gpt-5.5,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.9,"This appears to report a concrete mismatch in a spec-defined MdePkg constant, which is a legitimate EDK II bug suitable for maintainer investigation.",False,needs-maintainer-feedback
gpt-5.5,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.96,This is a genuine EmulatorPkg build failure involving a missing system header and is within the scope of EDK II firmware/package maintenance.,False,needs-triage
gpt-5.5,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.98,This is a genuine EDK II package build failure involving RedfishPkg with the CLANGPDB toolchain and enough specific configuration/error details to investigate.,False,needs-maintainer-feedback|needs-triage
gpt-5.5,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.96,"This is a genuine EDK II package build failure involving RedfishPkg and the CLANGPDB/lld-link toolchain, which is valid for investigation.",False,needs-maintainer-feedback|needs-triage
