model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
claude-haiku-4-5,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.85,This is a valid bug report describing a reproducible input handling issue in EDK II firmware (OvmfPkg) affecting keyboard functionality in UEFI shell under specific conditions.,False,needs-maintainer-feedback
claude-haiku-4-5,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.92,"This is a valid bug report about EDK II's coding style enforcement tool (Uncrustify) producing output that contradicts the project's documented Coding Standard, which directly relates to EDK II build infrastructure and code quality tooling.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.92,"This is a legitimate bug report describing a missing retry mechanism for transient USB failures in UsbMassStorageDxe, which is a real firmware robustness issue similar to historical USB mass storage fixes in this project.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.92,"This is a legitimate bug report identifying a parser issue in a specific EDK II module function (GetNameElement in HiiDatabaseDxe), which relates directly to firmware component functionality.",False,
claude-haiku-4-5,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.92,"This is a legitimate bug report identifying a code issue introduced by a specific PR in MdeModulePkg/SetupBrowserDxe, which aligns with the project's valid issue history of similar Coverity-related code quality problems in this same module.",False,needs-triage
claude-haiku-4-5,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.95,"This is a legitimate build failure report for ShellPkg with a new compiler version (GCC 16), which is a valid EDK II project issue similar to historical build failures with GCC 10, GCC 5, and GCC-6.1.1.",False,
claude-haiku-4-5,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.85,"This is a valid bug report describing a genuine failure to launch a RISC-V guest VM using qemu-kvm with OvmfPkg firmware, which relates to EDK II platform firmware and hypervisor integration.",False,needs-maintainer-feedback
claude-haiku-4-5,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.92,"This is a legitimate bug report about an incorrect constant value in MdePkg, which is a core EDK II package containing platform-independent definitions and protocols.",False,needs-maintainer-feedback
claude-haiku-4-5,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.95,This is a legitimate build failure in EmulatorPkg's Unix host support involving a missing system header dependency that prevents compilation on certain platforms.,False,needs-triage
claude-haiku-4-5,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.95,"This is a genuine build failure with a specific toolchain (CLANGPDB, IA32, NOOPT) similar to historical EDK II issues, affecting RedfishPkg and requiring investigation into linker symbol resolution.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.95,"This is a legitimate build failure report for RedfishPkg with the CLANGPDB toolchain, similar to historical valid issues involving CLANGPDB build failures in other EDK II packages.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.95,"This is a legitimate build failure affecting EDK II's StandaloneMmPkg on AARCH64 with CLANGDWARF toolchain, consistent with historical build failure issues that were marked VALID.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.95,"This is a valid bug report regarding build infrastructure (NASM toolchain dependency) that affects EDK II compilation, specifically addressing IA32 CLANGDWARF linking issues.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.95,"This is a genuine bug report describing a build/functionality regression affecting ARM platform firmware menus caused by a specific commit, which is a valid issue for the EDK II project tracker.",False,needs-triage
claude-haiku-4-5,11800,[Bug]: non-x86 Option Rom never be reached if multiple Option Rom images are found on non-x86 platform.,mdemodulepkg,False,0.92,"This is a legitimate bug report describing a platform-specific issue where non-x86 Option ROM handling fails when multiple ROM images exist, which is a genuine firmware component problem in MdeModulePkg.",False,needs-triage
claude-haiku-4-5,11797,[Bug]: Build error when STATIC Stack check is enabled on X86 Architectures on GCC Build,mdepkg,False,0.95,This is a legitimate build failure bug report relating to EDK II build infrastructure (compiler flags and stack checking) on a specific architecture/toolchain combination that affects the MdePkg.,False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11793,[Bug]: BdsDxe build fails with CLANGPDB,mdemodulepkg,False,0.95,"This is a genuine build failure affecting BdsDxe with the CLANGPDB toolchain, which is a legitimate bug report for the EDK II build infrastructure and should be investigated.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11792,[Bug]: UefiPayloadPkg cannot be built with VS2022,uefipayloadpkg,False,0.95,"This is a valid bug report describing a build failure with a specific toolchain (VS2022) in an EDK II package (UefiPayloadPkg), which is within scope for the project tracker.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11791,[Bug]: SignedCapsulePkg cannot be built with VS2022,signedcapsulepkg,False,0.95,"This is a legitimate build failure report for SignedCapsulePkg with a specific toolchain (VS2022), similar to the historical VALID issue about VS2019 build failures.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,False,0.95,"This is a legitimate build failure bug report for CryptoPkg with a specific compiler version (VS2022), which is directly related to EDK II build infrastructure and requires investigation.",False,needs-maintainer-feedback
claude-haiku-4-5,11787,[Bug]: HiiDatabaseDxe build fails with CLANGPDB,mdemodulepkg,False,0.92,"This is a legitimate build failure bug report for a specific EDK II module (HiiDatabaseDxe) with a particular toolchain (CLANGPDB), which aligns with similar valid historical issues about build failures with different toolchains.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11786,[Bug]: SetupBrowserDxe build fails with CLANGPDB,mdemodulepkg,False,0.95,"This is a legitimate build failure report for MdeModulePkg/Universal/SetupBrowserDxe with a specific toolchain (CLANGPDB), which is a valid EDK II build infrastructure issue requiring investigation.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11772,[Bug]: FdfParser parse include statement before conditional statement,basetools,False,0.92,"This is a legitimate bug report about FDF parser behavior in BaseTools where include statements are being parsed before conditional statements, which relates to EDK II build infrastructure and tools.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11764,[Bug]: SmiHandlerUnRegister  is pended forever when an unregistered SMI get called,mdemodulepkg,False,0.92,"This is a legitimate bug report describing a deadlock/hang condition in SmiHandlerUnRegister within MdeModulePkg when an unregistered SMI is invoked, which is a genuine firmware component issue requiring investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,False,0.95,"This is a genuine bug report describing a runtime crash in RealTimeClockRuntimeDxe caused by BaseRiscV64CpuTimerLib, which relates to EDK II firmware components and build infrastructure with sufficient detail for investigation.",False,
claude-haiku-4-5,11554,[Bug]: <title> Pci command -i can't display PCIe Designated Vendor Specific Extended Capability correctly.,shellpkg,False,0.92,"This is a valid bug report describing a functionality issue where the PCI shell command fails to correctly display PCIe Designated Vendor Specific Extended Capability, which is a legitimate firmware/shell package defect.",False,needs-triage
claude-haiku-4-5,11509,[Bug]: TCG2/TPM2 support on aarch64 does not work,ovmfpkg,False,0.95,This is a legitimate bug report describing a non-functional feature (TCG2/TPM2 support on aarch64) in OvmfPkg that requires investigation and fixes to EDK II firmware code.,False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,False,0.95,"This is a valid bug report about ECC (EFI Code Checker) tool failure in CI infrastructure, which directly relates to EDK II build tools and coding style enforcement.",False,
claude-haiku-4-5,11480,[Bug]: boot stuck in aarch64 uefi,armpkg|armplatformpkg|armvirtpkg,False,0.85,"This is a legitimate bug report for ARM/AARCH64 UEFI firmware with evidence of engagement and proper triage labels, indicating a reproducible boot failure in EDK II ARM packages that requires investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11462,[Bug]: LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX value does not match the UEFI specification,mdepkg,False,0.95,"This is a valid bug report describing a mismatch between EDK II's defined constant value and the UEFI specification, which is a genuine firmware development issue affecting MdePkg.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11460,[Bug]: OVMF secure boot settings unusable with serial console,ovmfpkg,False,0.92,"This is a legitimate bug report describing a real usability issue with OVMF secure boot functionality when using serial console, which is a valid EDK II firmware component problem that warrants investigation and fixing.",False,needs-owner|needs-triage
claude-haiku-4-5,11453,[Bug]: AsciiSPrint does not handle %s correctly,ovmfpkg,False,0.92,This is a legitimate bug report about incorrect string formatting behavior in a core EDK II library function that warrants investigation and fix.,False,needs-owner|needs-triage
claude-haiku-4-5,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,False,0.85,"This is a legitimate feature request to add MRDIMM (Multi-Rank DIMM) support in ShellPkg's SMBIOS implementation to comply with SMBIOS v3.8 specification, consistent with historical valid issues that added support for newer SMBIOS versions.",False,needs-maintainer-feedback
claude-haiku-4-5,11428,[Bug]: Terminal layout issue in Boot Manager when running qemu-system-x86_64 with -nographic,ovmfpkg,False,0.85,"This is a valid bug report describing a reproducible terminal/UI layout issue in OVMF (OvmfPkg) when running on QEMU with specific parameters, which is a legitimate firmware platform issue.",False,needs-triage
claude-haiku-4-5,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,False,0.95,This is a genuine bug report describing a real race condition in AP reset vector management within UefiCpuPkg that could cause memory corruption or AP initialization failures.,False,needs-maintainer-feedback
claude-haiku-4-5,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,False,0.92,"This is a legitimate build error report involving CLANG compiler and CryptoPkg, which matches the pattern of valid historical issues in this codebase and relates to EDK II build infrastructure.",False,needs-maintainer-feedback
claude-haiku-4-5,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,False,0.92,"This is a legitimate bug report describing a runtime driver execution issue after EndOfDxe event in UEFI firmware, which is a valid EDK II component behavior problem requiring investigation.",False,needs-maintainer-feedback
claude-haiku-4-5,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,False,0.95,"This is a legitimate bug report for a specific firmware component (TCG2/TPM2 support) in OvmfPkg on RISC-V architecture, which is within the scope of EDK II platform firmware development.",False,needs-maintainer-feedback
claude-haiku-4-5,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,False,0.92,"This is a legitimate bug report describing a potential infinite loop and incorrect device list handling in the OpalPassword component of SecurityPkg, which is a real firmware security feature that warrants investigation.",False,needs-maintainer-feedback
claude-haiku-4-5,11299,[Bug]: Wide character display is truncated on BIOS Setup.,mdemodulepkg,False,0.85,"This is a valid bug report describing a display/rendering issue with wide character handling in the BIOS Setup UI, which is a legitimate firmware component problem in MdeModulePkg that warrants investigation.",False,needs-triage
claude-haiku-4-5,11292,"[Bug]: UEFI-SCT BBTestGetImageConformanceTestCheckpoint4 expects the GetImage() function to return an EFI_SECURITY_VIOLATION error, which deviates from the expected behavior defined in the UEFI specification.",other,False,0.92,"This is a valid bug report describing a deviation between UEFI-SCT test expectations and UEFI specification behavior in the GetImage() function, which requires investigation and correction in the test suite.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11258,[Bug] Secure Boot Bypass Through UEFI Shell,securitypkg,False,0.95,"This is a legitimate security vulnerability report in the SecurityPkg regarding Secure Boot bypass, which is a genuine bug that requires investigation and is directly related to EDK II firmware security components.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,False,0.92,"This is a genuine bug report describing an assertion failure when a default string ID is 0 in MdeModulePkg, which is a legitimate firmware component issue with reproducible conditions.",False,
claude-haiku-4-5,11216,[Bug]: [ArmVirtPkg] Missing EFI Internal Shell in Boot Menu,armvirtpkg,False,0.85,"This is a legitimate bug report for ArmVirtPkg describing a missing component (EFI Internal Shell) in the boot menu, which is a real firmware configuration/functionality issue that warrants investigation.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,False,0.92,"This is a valid bug report about a static code analysis tool (CodeQL) finding an issue in NetworkPkg, which aligns with the project's historical acceptance of similar static analysis findings in the Network package.",False,needs-triage
claude-haiku-4-5,11188,[Bug]: MSR_IA32_FEATURE_CONTROL on CPU hotplug,ovmfpkg,False,0.92,"This is a legitimate bug report about MSR_IA32_FEATURE_CONTROL handling during CPU hotplug in OvmfPkg, relating to real firmware behavior and CPU initialization.",False,needs-owner|needs-triage
claude-haiku-4-5,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,False,0.85,"This is a valid code quality improvement request to replace magic numbers with named constants in NetworkPkg, which is a legitimate maintenance issue for the EDK II project.",False,needs-triage
claude-haiku-4-5,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,False,0.92,"This is a genuine bug report about variable storage recovery failure in MdeModulePkg's Fault Tolerant Write (FTW) mechanism, which is a critical firmware component for UEFI variable persistence.",False,
claude-haiku-4-5,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,False,0.92,"This is a legitimate bug report describing incorrect behavior of InstallProtocolInterface() in MdeModulePkg, a core EDK II package, regarding handle key management.",False,needs-maintainer-feedback
claude-haiku-4-5,11112,[Bug]: RegisterProtocolNotify() accepts invalid events,mdemodulepkg,False,0.92,"This is a genuine bug report about RegisterProtocolNotify() in MdeModulePkg accepting invalid event parameters, which is a legitimate firmware component issue that warrants investigation and validation.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11088,[Bug]: <title>Add Ask deepwiki entry,other,True,0.95,"This appears to be spam or completely unrelated to EDK II firmware development; 'Ask deepwiki entry' has no connection to firmware, build infrastructure, or any EDK II package.",False,
claude-haiku-4-5,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,False,0.95,"This is a genuine bug report describing a memory safety issue where FreePages() overwrites memory and causes page faults, which is a real defect in EDK II firmware code that requires investigation and fixing.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11046,[Bug]: [Regression] OVMF Page-Fault on Xen HVM since 202411 release,ovmfpkg,False,0.95,"This is a genuine bug report describing a regression in OVMF's Xen HVM support introduced in a recent release, which is a legitimate EDK II firmware build failure requiring investigation.",False,needs-owner|needs-triage
claude-haiku-4-5,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,False,0.92,This is a legitimate bug report describing a real functional issue where RAID card option ROM display fails to refresh in Device Manager after a Driver Health repair operation in MdeModulePkg.,False,needs-triage
