model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.4-mini,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.88,"This is a firmware/shell input bug report affecting OvmfPkg in QEMU -nographic mode, which is relevant to EDK II and appears to describe a reproducible problem rather than a usage question.",False,needs-maintainer-feedback
gpt-5.4-mini,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.98,"This is a legitimate EDK II coding-style/tooling bug report: it claims Uncrustify formats DEBUG macros incorrectly in conflict with the project coding standard, which is directly relevant to BaseTools/style enforcement.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4-mini,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.96,"This is a plausible firmware driver bug report in MdeModulePkg describing missing retry handling for transient USB read failures, which is a legitimate EDK II issue.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.89,"This appears to be a concrete bug report in MdeModulePkg/HiiDatabaseDxe involving a specific function, which is within EDK II scope and provides enough detail to investigate.",False,
gpt-5.4-mini,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.88,"This is a project-relevant bug report about a specific EDK II component (SetupBrowserDxe in MdeModulePkg) introduced by a referenced pull request, so it is valid enough to investigate.",False,needs-triage
gpt-5.4-mini,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.99,"This is a legitimate build failure report for ShellPkg with GCC 16 and -Werror, which is directly relevant to EDK II and contains enough information to investigate.",False,
gpt-5.4-mini,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.91,"This appears to be a legitimate platform/virtualization boot failure on RISC-V affecting OVMF/EDK II, and it is specific enough to investigate rather than a general usage question.",False,needs-maintainer-feedback
gpt-5.4-mini,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.97,"This appears to be a genuine EDK II bug report about an incorrect constant/value mismatch in MdePkg, which is within scope and contains enough detail to investigate.",False,needs-maintainer-feedback
gpt-5.4-mini,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.99,"This is a build failure in EmulatorPkg caused by a missing header on Unix hosts, which is a legitimate EDK II issue with enough detail to investigate.",False,needs-triage
gpt-5.4-mini,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.98,"This is a build failure in RedfishPkg with a specific toolchain/architecture configuration and an undefined symbol, which is a valid EDK II bug report.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.98,"This is a genuine build failure in an EDK II package (RedfishPkg) with a specific linker error and build configuration details, so it is valid and investigable.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.98,"This reports a concrete build failure in StandaloneMmPkg with CLANGDWARF for RELEASE AARCH64, which is a valid EDK II project issue and likely actionable.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4-mini,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.98,"This is a legitimate BaseTools/build infrastructure issue requesting a specific dependency update to fix IA32 CLANGDWARF link failures, which is relevant and actionable for EDK II.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.91,"This appears to be a genuine firmware UI regression introduced by a specific commit, affecting menu keyboard input on Arm platforms, so it is a valid bug report for EDK II.",False,needs-triage
gpt-5.4-mini,11800,[Bug]: non-x86 Option Rom never be reached if multiple Option Rom images are found on non-x86 platform.,mdemodulepkg,False,0.97,"This is a plausible firmware bug report affecting MdeModulePkg option ROM handling on non-x86 platforms, and it describes a specific behavior that appears actionable for investigation.",False,needs-triage
gpt-5.4-mini,11797,[Bug]: Build error when STATIC Stack check is enabled on X86 Architectures on GCC Build,mdepkg,False,0.97,"This is a concrete build failure in MdePkg/EDK II triggered by a specific configuration (STATIC stack check on X86 with GCC), so it is a valid bug report.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4-mini,11793,[Bug]: BdsDxe build fails with CLANGPDB,mdemodulepkg,False,0.97,"This is a build failure report affecting MdeModulePkg/BdsDxe with CLANGPDB, which is a legitimate EDK II tooling/build issue and contains enough context to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11792,[Bug]: UefiPayloadPkg cannot be built with VS2022,uefipayloadpkg,False,0.98,"This is a legitimate build failure report for an EDK II package, and the inability to build UefiPayloadPkg with VS2022 is directly relevant to the project.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4-mini,11791,[Bug]: SignedCapsulePkg cannot be built with VS2022,signedcapsulepkg,False,0.99,"This is a legitimate build failure report for an EDK II package, indicating SignedCapsulePkg cannot be built with VS2022, so it is valid.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4-mini,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,False,0.98,"This is a build failure in CryptoPkg with a specific toolchain (VS2022), which is a valid EDK II issue and provides enough information to investigate.",False,needs-maintainer-feedback
gpt-5.4-mini,11787,[Bug]: HiiDatabaseDxe build fails with CLANGPDB,mdemodulepkg,False,0.98,"This reports a build failure in MdeModulePkg with a specific toolchain (CLANGPDB), which is a legitimate EDK II build issue and provides enough information to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11786,[Bug]: SetupBrowserDxe build fails with CLANGPDB,mdemodulepkg,False,0.98,"This is a build failure in an EDK II module (SetupBrowserDxe) with a specific toolchain (CLANGPDB), which is a legitimate actionable bug report for the project tracker.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11772,[Bug]: FdfParser parse include statement before conditional statement,basetools,False,0.94,"This appears to be a legitimate BaseTools/FdfParser parsing bug report about incorrect handling of include statements versus conditional statements, which is relevant to EDK II build tooling and worth investigating.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4-mini,11764,[Bug]: SmiHandlerUnRegister  is pended forever when an unregistered SMI get called,mdemodulepkg,False,0.96,"This appears to be a genuine EDK II bug report about SMM handler behavior, and the title suggests a reproducible incorrect state rather than a usage question or unrelated issue.",False,needs-maintainer-feedback|needs-owner|needs-triage
