model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.5,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.78,This appears to be a genuine OVMF/UEFI Shell input bug report involving QEMU -nographic mode and is specific enough to attempt investigation.,False,needs-maintainer-feedback
gpt-5.5,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.92,"The issue concerns EDK II coding style enforcement tooling (Uncrustify configuration) allegedly contradicting the project coding standard, which is a legitimate maintainable bug report area.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.78,"The issue concerns a specific EDK II driver/function and requests investigation or improvement for handling transient USB mass-storage failures, making it a legitimate firmware bug/feature report.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.72,The issue targets a specific EDK II component and function in MdeModulePkg/HiiDatabaseDxe and appears to report a concrete parser bug that should be investigable.,False,
gpt-5.5,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.62,"The issue concerns an alleged code regression in an EDK II component, SetupBrowserDxe, and identifies the introducing pull request, giving maintainers a concrete starting point to investigate.",False,needs-triage
gpt-5.5,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.86,"This is a genuine EDK II ShellPkg build failure report involving GCC 16 and -Werror, which is relevant to supported build tooling and can be investigated.",False,
gpt-5.5,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,True,0.72,"The report appears related to OVMF/RISC-V firmware, but the provided issue information lacks error logs, configuration, versions, or reproduction steps needed to investigate.",False,needs-maintainer-feedback
gpt-5.5,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.78,"The issue concerns a specific MdePkg constant value mismatch, which is an EDK II package bug report that maintainers can investigate.",False,needs-maintainer-feedback
gpt-5.5,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.93,"This reports a concrete EDK II EmulatorPkg build failure involving a missing system header, which is relevant and investigable.",False,needs-triage
gpt-5.5,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.95,"This is a concrete EDK II package build failure involving RedfishPkg and the CLANGPDB/lld-link toolchain, which is valid to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.95,"This reports a concrete EDK II package build failure in RedfishPkg with the CLANGPDB toolchain and linker error details, which is sufficient to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.95,"This reports a build failure involving EDK II build infrastructure/toolchain support for the StandaloneMmPkg on AARCH64, which is a legitimate issue to investigate.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.93,This is a legitimate BaseTools/build infrastructure issue involving the NASM tool version needed to resolve IA32 CLANGDWARF link problems.,False,needs-maintainer-feedback|needs-triage
gpt-5.5,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.86,"This appears to be a genuine EDK II regression report involving Arm platform firmware menu input handling tied to a specific commit, which is relevant and investigable.",False,needs-triage
gpt-5.5,11800,[Bug]: non-x86 Option Rom never be reached if multiple Option Rom images are found on non-x86 platform.,mdemodulepkg,False,0.86,"The issue reports a plausible EDK II firmware bug in MdeModulePkg Option ROM handling on non-x86 platforms with multiple images, which is relevant and investigable.",False,needs-triage
gpt-5.5,11797,[Bug]: Build error when STATIC Stack check is enabled on X86 Architectures on GCC Build,mdepkg,False,0.93,"This is a genuine EDK II build/toolchain-related bug report involving GCC builds on X86 with static stack checking enabled, so it is valid for investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11793,[Bug]: BdsDxe build fails with CLANGPDB,mdemodulepkg,False,0.86,"This reports an EDK II package build failure with the CLANGPDB toolchain, which is a legitimate issue for investigation.",False,needs-maintainer-feedback|needs-triage
