model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.4-mini,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.92,"This is a firmware/UEFI shell input bug report affecting OvmfPkg under QEMU -nographic mode, which is relevant to EDK II and potentially reproducible.",False,needs-maintainer-feedback
gpt-5.4-mini,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.98,"This is a legitimate EDK II coding-style/tooling issue about Uncrustify incorrectly formatting DEBUG macros in conflict with the coding standard, so it is relevant and actionable.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4-mini,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.98,"This is a concrete firmware driver bug report about UsbMassStorageDxe lacking retry handling for transient USB read failures, which is a legitimate EDK II issue.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.94,"This appears to be a genuine EDK II bug report in MdeModulePkg/HiiDatabaseDxe with a specific function name and parser issue, so it is relevant and actionable.",False,
gpt-5.4-mini,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.92,"This appears to be a genuine EDK II bug report about a code issue in SetupBrowserDxe introduced by a specific pull request, which is directly relevant to MdeModulePkg and merits investigation.",False,needs-triage
gpt-5.4-mini,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.98,"This is a genuine EDK II build failure report for ShellPkg caused by GCC 16 and -Werror, which is clearly relevant to project maintenance and reproducible compilation issues.",False,
gpt-5.4-mini,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.98,"This is a genuine build/runtime issue affecting OvmfPkg/QEMU-KVM guest startup on RISC-V, which is directly relevant to EDK II and appears to be a real bug report rather than a usage question.",False,needs-maintainer-feedback
gpt-5.4-mini,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.97,"This is a specific bug report about a constant mismatch in MdePkg, which is a legitimate EDK II package issue and potentially affects spec conformance or code correctness.",False,needs-maintainer-feedback
gpt-5.4-mini,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.99,"This is a genuine build failure in EmulatorPkg on Unix due to a missing system header include, which is directly relevant to EDK II build infrastructure.",False,needs-triage
gpt-5.4-mini,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.99,"This is a concrete EDK II build failure in RedfishPkg with a specific toolchain and configuration (CLANGPDB IA32 NOOPT), so it is a valid bug report.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.99,"This is a genuine EDK II build failure in RedfishPkg with CLANGPDB/lld-link, which is squarely within the project’s build/toolchain scope and therefore valid.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.99,"This is a concrete EDK II build failure affecting StandaloneMmPkg with a specific toolchain, build type, and architecture, so it is a valid project issue.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4-mini,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.99,"This is a legitimate BaseTools/build infrastructure issue requesting a NASM tool update to fix IA32 CLANGDWARF link failures, which is directly relevant to EDK II.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.97,"This reports a specific regression in EDK II firmware menu behavior caused by commit 901c4e3 on Arm/ArmVirt platforms, which is a genuine bug with clear project relevance.",False,needs-triage
