model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
claude-sonnet-4-6,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.75,"This appears to be a genuine bug report about keyboard input handling (specifically backspace) not working correctly in UEFI shell under QEMU's -nographic mode, which relates to OvmfPkg terminal/console driver behavior and is a legitimate EDK II issue to investigate.",False,needs-maintainer-feedback
claude-sonnet-4-6,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.92,"This is a valid bug report about the Uncrustify CI coding style enforcement tool producing incorrect formatting that contradicts the EDK II Coding Standard, which is directly related to EDK II build infrastructure and coding style enforcement.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-sonnet-4-6,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.85,"This is a legitimate bug report about a missing retry mechanism in UsbMassStorageDxe, which relates to USB mass storage reliability and aligns with similar historical valid issues about USB mass storage hardening and fixes.",False,needs-maintainer-feedback|needs-triage
claude-sonnet-4-6,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.85,"This appears to be a genuine bug report about a parser issue in a specific EDK II function (GetNameElement()) within MdeModulePkg/HiiDatabaseDxe, which is a legitimate firmware component bug worth investigating.",False,
claude-sonnet-4-6,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.85,"This is a genuine bug report referencing a specific code issue introduced in a known pull request to SetupBrowserDxe in MdeModulePkg, which is consistent with historical valid issues for this component.",False,needs-triage
claude-sonnet-4-6,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.95,"This is a legitimate build failure bug report involving ShellPkg failing to build with GCC 16 due to -Werror flags, which is a real EDK II build infrastructure issue.",False,
claude-sonnet-4-6,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.8,"This appears to be a genuine bug report about QEMU KVM guest startup failure on RISC-V architecture with OvmfPkg, which is a legitimate EDK II firmware component issue similar to other QEMU/KVM related bugs classified as VALID in this project.",False,needs-maintainer-feedback
claude-sonnet-4-6,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.9,"This is a legitimate bug report about a specific constant value mismatch in MdePkg, which could indicate a spec compliance issue similar to the historical valid bug 'MdePkg is missing some spec defined status codes'.",False,needs-maintainer-feedback
claude-sonnet-4-6,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.95,"This is a genuine build failure bug report for EmulatorPkg where a required header file 'termio.h' is missing, which is a reproducible build infrastructure issue affecting the EDK II project.",False,needs-triage
claude-sonnet-4-6,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.97,"This is a genuine build failure bug report for RedfishPkg with CLANGPDB toolchain in IA32 NOOPT mode, similar to other valid build failure issues in the project history.",False,needs-maintainer-feedback|needs-triage
claude-sonnet-4-6,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.95,"This is a legitimate build failure bug report for RedfishPkg when using the CLANGPDB toolchain, similar to historical valid issues about CLANGPDB build failures in EDK II packages.",False,needs-maintainer-feedback|needs-triage
claude-sonnet-4-6,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.97,"This is a legitimate build failure bug report for StandaloneMmPkg with a specific toolchain (CLANGDWARF), architecture (AARCH64), and build target (RELEASE), which matches the pattern of other valid build failure issues in this project.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-sonnet-4-6,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.9,"This is a legitimate build infrastructure issue requesting a toolchain dependency update (nasm) to resolve specific IA32 CLANGDWARF link failures, which is a valid bug report related to EDK II build tools.",False,needs-maintainer-feedback|needs-triage
claude-sonnet-4-6,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.92,"This is a genuine bug report identifying a specific commit (901c4e3) that breaks Enter key handling in ARM platform firmware menus, which is a reproducible regression in EDK II firmware components.",False,needs-triage
claude-sonnet-4-6,11800,[Bug]: non-x86 Option Rom never be reached if multiple Option Rom images are found on non-x86 platform.,mdemodulepkg,False,0.9,"This is a genuine bug report describing a platform-specific code path issue in MdeModulePkg where non-x86 Option ROM images are skipped when multiple Option ROM images are present, which is a real firmware bug worth investigating.",False,needs-triage
claude-sonnet-4-6,11797,[Bug]: Build error when STATIC Stack check is enabled on X86 Architectures on GCC Build,mdepkg,False,0.95,"This is a genuine build failure bug report related to GCC build infrastructure on X86 architectures when stack checking is enabled, which is a valid EDK II build toolchain issue.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-sonnet-4-6,11793,[Bug]: BdsDxe build fails with CLANGPDB,mdemodulepkg,False,0.95,"This is a genuine build failure bug report for BdsDxe in MdeModulePkg when using the CLANGPDB toolchain, which is a real and actionable EDK II build infrastructure issue.",False,needs-maintainer-feedback|needs-triage
claude-sonnet-4-6,11792,[Bug]: UefiPayloadPkg cannot be built with VS2022,uefipayloadpkg,False,0.95,"This is a genuine build failure bug report for UefiPayloadPkg with a specific compiler (VS2022), which is a valid and actionable issue for the EDK II project tracker.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-sonnet-4-6,11791,[Bug]: SignedCapsulePkg cannot be built with VS2022,signedcapsulepkg,False,0.95,"This is a legitimate build failure bug report for SignedCapsulePkg with VS2022, similar to historical valid issues about SignedCapsulePkg build failures and VS compiler compatibility problems.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-sonnet-4-6,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,False,0.95,"This is a genuine build failure bug report for CryptoPkg with a specific compiler (VS2022), which is a legitimate and actionable issue for the EDK II project tracker.",False,needs-maintainer-feedback
claude-sonnet-4-6,11787,[Bug]: HiiDatabaseDxe build fails with CLANGPDB,mdemodulepkg,False,0.95,"This is a genuine build failure bug report for a specific EDK II package (MdeModulePkg/HiiDatabaseDxe) with a specific toolchain (CLANGPDB), which is a reproducible and investigable issue similar to other valid CLANGPDB build failure issues in the project history.",False,needs-maintainer-feedback|needs-triage
claude-sonnet-4-6,11786,[Bug]: SetupBrowserDxe build fails with CLANGPDB,mdemodulepkg,False,0.95,"This is a legitimate build failure bug report involving a specific EDK II package (MdeModulePkg/SetupBrowserDxe) with a specific toolchain (CLANGPDB), which matches similar historical valid issues in this codebase.",False,needs-maintainer-feedback|needs-triage
claude-sonnet-4-6,11772,[Bug]: FdfParser parse include statement before conditional statement,basetools,False,0.9,"This is a legitimate bug report about FDF parser handling of include statements relative to conditional statements in BaseTools, which is a real EDK II build infrastructure issue consistent with similar historical bugs classified as VALID.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-sonnet-4-6,11764,[Bug]: SmiHandlerUnRegister  is pended forever when an unregistered SMI get called,mdemodulepkg,False,0.85,"This appears to be a genuine bug report describing a hang/deadlock condition in SMI handler unregistration within MdeModulePkg, which is a legitimate firmware issue worth investigating.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-sonnet-4-6,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,False,0.95,"This is a genuine bug report describing a reproducible crash in RealTimeClockRuntimeDxe when calling gRT->GetTime, specifically related to BaseRiscV64CpuTimerLib not being safe for OS-runtime use, which is a legitimate EDK II firmware defect worth investigating.",False,
