model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
claude-haiku-4-5,A,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,mikebeaton,medium,"QEMU firmware keyboard input regression in UEFI shell (-nographic mode) matches mikebeaton's assignment pattern for Arm platform firmware menu key-response bugs, though the specific nographic mode context and shell (not menu) make confidence medium rather than high.",False,Damien-Chen,False
claude-haiku-4-5,A,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"GetNameElement() is a core HiiDatabaseDxe parser function explicitly listed in YangGangUEFI's historical assignment patterns, and this bug is a parser issue in that exact component.",False,YangGangUEFI,True
claude-haiku-4-5,A,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"Bug is in SetupBrowserDxe (core HII/UI component in MdeModulePkg) introduced by a specific PR, matching YangGangUEFI's established assignment pattern for SetupBrowserDxe bugs.",False,YangGangUEFI,True
claude-haiku-4-5,A,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,RISC-V QEMU-KVM guest boot failure matches yechao-w's assigned domain of QEMU-KVM guest-boot failure bugs on RISC-V.,False,yechao-w,True
claude-haiku-4-5,A,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,CLANGPDB linker error in RedfishPkg (_memcpy undefined symbol) matches mikebeaton's established pattern of RedfishPkg + CLANGPDB build/link errors.,False,mikebeaton,True
claude-haiku-4-5,A,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,CLANGPDB linker error in RedfishPkg matches mikebeaton's historical assignment pattern for CLANGPDB build/link errors specifically in RedfishPkg.,False,mikebeaton,True
claude-haiku-4-5,A,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"This is a BaseTools NASM/nuget toolchain update bug, which matches makubacki's historical assignment pattern for NASM and toolchain/nuget updates in BaseTools.",False,makubacki,True
claude-haiku-4-5,A,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"Bug is a regression in Arm platform firmware menu key response (Enter key) caused by a specific commit (901c4e3), matching mikebeaton's assigned pattern for Arm firmware menu key-response regression bugs.",False,mikebeaton,True
claude-haiku-4-5,A,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,CryptoPkg build error with VS2022 compiler matches ardbiesheuvel's historical assignment pattern for VS2022 build error bugs in CryptoPkg.,False,ardbiesheuvel,True
claude-haiku-4-5,A,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"BaseRiscV64CpuTimerLib is a RISC-V timer library with OS-runtime crash bug in RealTimeClockRuntimeDxe, matching zevorn's assigned pattern of OS-runtime crash bugs in RISC-V timer libs.",False,zevorn,True
