model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-4.1,A,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,Vogtinator,low,"The bug concerns keyboard input in the UEFI shell under QEMU with OvmfPkg, and while no historical assignee exactly matches this scenario, Vogtinator has handled OvmfPkg RISC-V input issues, making them a plausible choice in the absence of a more precise match.",False,Damien-Chen,False
gpt-4.1,A,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,Bugs in MdeModulePkg/HiiDatabaseDxe and GetNameElement() are historically assigned to YangGangUEFI according to the assignment patterns.,False,YangGangUEFI,True
gpt-4.1,A,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"Bugs in SetupBrowserDxe within MdeModulePkg/HII/UI forms are historically assigned to YangGangUEFI, matching the exact sub-component and assignment pattern.",False,YangGangUEFI,True
gpt-4.1,A,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"The bug is about QEMU-KVM guest boot failure on RISC-V in OvmfPkg, which matches yechao-w's explicitly defined assignment scope.",False,yechao-w,True
gpt-4.1,A,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a CLANGPDB linker error specifically in RedfishPkg, which matches the historical pattern that assigns such bugs to mikebeaton.",False,mikebeaton,True
gpt-4.1,A,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a CLANGPDB build/link error specifically in RedfishPkg, which matches the historical pattern for mikebeaton assignments.",False,mikebeaton,True
gpt-4.1,A,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"The bug is about updating the mu_nasm nuget release (a toolchain component) in BaseTools, and historical patterns assign NASM/toolchain/nuget update bugs in BaseTools to makubacki.",False,makubacki,True
gpt-4.1,A,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"This is a regression in Arm platform firmware menus referencing a specific commit, which matches the unique assignment pattern for mikebeaton.",False,mikebeaton,True
gpt-4.1,A,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"The bug is a CryptoPkg build error specifically with VS2022, which matches the historical assignment pattern for ardbiesheuvel.",False,ardbiesheuvel,True
gpt-4.1,A,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"This is an OS-runtime crash bug in the RISC-V timer library (BaseRiscV64CpuTimerLib), which matches the unique assignment pattern for zevorn.",False,zevorn,True
gpt-4.1,A,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,ECC Check and CI failure bugs in BaseTools are historically assigned to bexcran according to the provided patterns.,False,bexcran,True
