model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-5.4-mini,B,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,zhurui22,medium,"This is a UEFI Shell keyboard/input issue in an OvmfPkg context, and the closest historical match is the shell input/UI regression pattern previously assigned to zhurui22 rather than an HII browser or firmware-menu-specific assignee.",False,Damien-Chen,False
gpt-5.4-mini,B,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"This is a MdeModulePkg HiiDatabaseDxe parser issue in GetNameElement(), which matches the historical HiiDatabase/GetNameElement assignment pattern for YangGangUEFI.",False,YangGangUEFI,True
gpt-5.4-mini,B,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,SetupBrowserDxe bugs in MdeModulePkg map directly to YangGangUEFI’s historical SetupBrowserDxe assignment pattern.,False,YangGangUEFI,True
gpt-5.4-mini,B,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"This is an OvmfPkg RISC-V guest boot failure, which matches yechao-w’s assigned scope for QEMU-KVM guest-boot bugs on RISC-V.",False,yechao-w,True
gpt-5.4-mini,B,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a RedfishPkg CLANGPDB build/link error, which matches mikebeaton’s assigned scope for CLANGPDB issues in RedfishPkg.",False,mikebeaton,True
gpt-5.4-mini,B,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a RedfishPkg CLANGPDB build/link error, and the historical pattern assigns CLANGPDB issues in RedfishPkg specifically to mikebeaton.",False,mikebeaton,True
gpt-5.4-mini,B,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"This is a BaseTools bug specifically about updating a NASM nuget release, which matches makubacki’s assigned BaseTools NASM/toolchain/nuget update scope.",False,makubacki,True
gpt-5.4-mini,B,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"This is an Arm platform firmware menu key-response regression tied to a specific commit hash, which matches mikebeaton’s assigned OvmfPkg/Arm menu regression bugs rather than general HII/UI issues.",False,mikebeaton,True
gpt-5.4-mini,B,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"This is a CryptoPkg build failure specifically with VS2022, which matches ardbiesheuvel’s assigned scope for CryptoPkg + VS2022 build errors.",False,ardbiesheuvel,True
gpt-5.4-mini,B,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"This is an OvmfPkg RISC-V OS-runtime crash in BaseRiscV64CpuTimerLib, which exactly matches the historical assignment for RISC-V timer library runtime crashes.",False,zevorn,True
gpt-5.4-mini,B,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,"This is a BaseTools CI/ECC Check failure, which matches bexcran’s assigned scope for ECC Check / CI failure bugs in BaseTools.",False,bexcran,True
gpt-5.4-mini,B,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"This is a ShellPkg SMBIOS enhancement adding MRDIMM support to MemoryDeviceMemoryTechnologyTable, which matches the historical ShellPkg MRDIMM/MemoryDevice table assignment pattern.",False,NingFengGit,True
gpt-5.4-mini,B,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"This is a UefiCpuPkg multiprocessor synchronization/race bug involving BSP and AP wakeup/reset vector handling, which matches philnoh2’s assigned BSP/AP synchronization issues.",False,philnoh2,True
gpt-5.4-mini,B,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,"This is a CryptoPkg build error with the CLANG compiler, which matches the historical CryptoPkg + CLANG build-error assignment pattern for mdkinney.",False,mdkinney,True
gpt-5.4-mini,B,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"The bug is about UEFI runtime drivers not being executable after EndOfDxe, which matches vit9696’s OvmfPkg policy/driver-loading access-control assignment rather than os-d’s physical memory issues.",False,vit9696,True
gpt-5.4-mini,B,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,jxu023,medium,"This is an OvmfPkg RISC-V TPM/TCG2 support issue, and among the listed prior patterns jxu023 is the OvmfPkg/RISC-V virtualization specialist most likely to handle RISC-V boot-related firmware feature bugs.",False,Vogtinator,False
gpt-5.4-mini,B,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"This is a SecurityPkg OpalPassword bug, and the hints explicitly assign OpalPassword device list handling issues to HunterChang030.",False,HunterChang030,True
gpt-5.4-mini,B,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,"This is a MdeModulePkg/UI forms bug about an assert involving a string ID, which matches EricGao2015’s assigned assert/string-id issues.",False,EricGao2015,True
gpt-5.4-mini,B,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,"This is a NetworkPkg CodeQL/static-analysis issue, which matches BritChesley’s assigned NetworkPkg CodeQL bugs exactly.",False,BritChesley,True
gpt-5.4-mini,B,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"This is a NetworkPkg bug specifically about replacing a hardcoded value with an existing #define constant, which matches SaloniKasbekar’s assigned NetworkPkg hardcoded-value/define-constant pattern.",False,SaloniKasbekar,True
gpt-5.4-mini,B,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"This is a MdeModulePkg variable store / FTW spare block recovery bug, which matches wenbhou’s assigned area exactly.",False,wenbhou,True
gpt-5.4-mini,B,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"This is a core MdeModulePkg DXE infrastructure bug about InstallProtocolInterface/handle state management, which matches lgao4’s assigned scope for low-level protocol/handle bugs.",False,lgao4,True
gpt-5.4-mini,B,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,deeglaze,low,"This looks like a documentation/tooling-style request with no specific package match, so the closest prior pattern is a general non-Redfish build/toolchain-related issue rather than any specialized package assignee.",False,lgao4,False
gpt-5.4-mini,B,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"This is a MdePkg/MdeModulePkg physical memory management bug about FreePages() overwriting memory and page-table/page-fault behavior, which matches os-d’s assigned scope for physical memory and page table consistency issues.",False,os-d,True
gpt-5.4-mini,B,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"This is a MdeModulePkg HII/UI form bug involving Device Manager/Driver Health forms, which matches EricGao2015's historical assignments for Device Manager form issues.",False,EricGao2015,True
gpt-5.4-mini,B,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"This is an OvmfPkg AMD SEV/SEV-ES virtualisation boot bug mentioning AmdSvsmIsSvsmPresent(), which matches the established SEV/AMD assignment pattern for jxu023.",False,jxu023,True
gpt-5.4-mini,B,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"This is a MdeModulePkg Setup UI issue about a black box in the Setup Hotkey region, which matches EricGao2015’s historical assignment for Setup Hotkey display bugs.",False,EricGao2015,True
gpt-5.4-mini,B,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,low,"This is an OvmfPkg build failure and the most plausible fit from the provided patterns is a low-level firmware build/link or memory-layout issue, but there is no exact historical match for FV size in the hints.",False,r1chard-lyu,False
gpt-5.4-mini,B,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"This is an MdePkg LNK2001 unresolved symbol linker error (__security_pop_cookie), which matches the historical MdePkg linker-error pattern assigned to os-d.",False,os-d,True
gpt-5.4-mini,B,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"This is an IntelFsp2Pkg issue specifically about configuring TemporaryRamSize via FSP-T UPD, which matches the unique IntelFsp2Pkg / FSP-T TemporaryRamSize bug type assigned to praravin.",False,praravin,True
gpt-5.4-mini,B,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"This is a MdeModulePkg DXE core physical memory-management issue involving GCD data structures and CPU page tables, which matches os-d’s assigned OVMF/MdePkg memory protection and page table inconsistency bugs.",False,os-d,True
