model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-5.4-mini,A,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,zhurui22,low,"This is an OvmfPkg UEFI Shell keyboard/input behavior bug, which is closest to the historical shell input/UI regression assignment pattern rather than the unrelated build, memory, or network categories.",False,Damien-Chen,False
gpt-5.4-mini,A,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"The bug is explicitly in MdeModulePkg/HiiDatabaseDxe and GetNameElement(), which matches the historical assignment pattern for HiiDatabase/GetNameElement parser issues.",False,YangGangUEFI,True
gpt-5.4-mini,A,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"This is a MdeModulePkg SetupBrowserDxe bug, and historical assignments show YangGangUEFI owns SetupBrowserDxe issues in this area.",False,YangGangUEFI,True
gpt-5.4-mini,A,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"This is an OvmfPkg RISC-V QEMU/KVM guest boot failure, which matches the historical assignment pattern for yechao-w.",False,yechao-w,True
gpt-5.4-mini,A,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a RedfishPkg CLANGPDB build/link error, and historical patterns assign RedfishPkg CLANGPDB issues to mikebeaton.",False,mikebeaton,True
gpt-5.4-mini,A,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a RedfishPkg CLANGPDB linker/build error, and mikebeaton is specifically assigned CLANGPDB bugs in RedfishPkg.",False,mikebeaton,True
gpt-5.4-mini,A,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"This is a BaseTools bug specifically about updating a NASM nuget release, which matches makubacki’s assigned BaseTools NASM/toolchain/nuget update bugs.",False,makubacki,True
gpt-5.4-mini,A,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"This is an Arm platform firmware menu key-response regression tied to a specific commit, which matches the historical assignment pattern for mikebeaton rather than HII/UI form bugs.",False,mikebeaton,True
gpt-5.4-mini,A,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"This is a CryptoPkg build failure on VS2022, which matches ardbiesheuvel’s assigned CryptoPkg + VS2022 build error scope.",False,ardbiesheuvel,True
gpt-5.4-mini,A,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"This is an OvmfPkg RISC-V runtime crash in BaseRiscV64CpuTimerLib / gRT->GetTime, which matches the historical assignment pattern for OS-runtime crash bugs in the RISC-V timer library.",False,zevorn,True
gpt-5.4-mini,A,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,"This is a BaseTools CI/ECC Check failure, which matches bexcran's historical assignment for ECC Check / CI failure bugs in BaseTools.",False,bexcran,True
gpt-5.4-mini,A,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"This is a ShellPkg SMBIOS change adding MRDIMM support in MemoryDeviceMemoryTechnologyTable, which matches the historical ShellPkg MRDIMM/MemoryDevice table assignment.",False,NingFengGit,True
gpt-5.4-mini,A,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,UEfiCpuPkg bugs about BSP/AP multiprocessor synchronization and AP wakeup/reset-vector handling match philnoh2's assigned BSP/AP synchronization scope.,False,philnoh2,True
