model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.5,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.73,"It reports a reproducible OVMF/UEFI Shell input problem under QEMU -nographic mode, which is related to EDK II firmware behavior and can be investigated.",False,needs-maintainer-feedback
gpt-5.5,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.93,"The issue concerns EDK II coding style enforcement tooling and alleges a concrete formatting bug against the project coding standard, which is within scope and investigable.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.82,The issue concerns a plausible bug or robustness improvement in an EDK II USB mass storage driver and is specific enough for maintainers to investigate.,False,needs-maintainer-feedback|needs-triage
gpt-5.5,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.75,"The issue reports a parser bug in the EDK II MdeModulePkg HiiDatabaseDxe GetNameElement() component, which is a relevant firmware component and should be considered investigable.",False,
gpt-5.5,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.65,"The issue identifies a specific EDK II component and an upstream PR that allegedly introduced a code bug, making it a potentially investigable firmware defect despite sparse detail.",False,needs-triage
gpt-5.5,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.92,"This reports a build failure in ShellPkg with GCC 16 and -Werror, which is directly related to EDK II package build compatibility and is investigable.",False,
gpt-5.5,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.72,"The issue concerns a QEMU/KVM RISC-V guest startup failure involving OvmfPkg, which is directly related to EDK II firmware behavior and is plausible for maintainer investigation.",False,needs-maintainer-feedback
gpt-5.5,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.86,"The issue reports a specific potential constant value mismatch in MdePkg, which is an EDK II package and can be investigated against the relevant specification or headers.",False,needs-maintainer-feedback
gpt-5.5,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.93,"This is a concrete EDK II EmulatorPkg build failure involving a missing system header in a specific source file, with enough information to investigate.",False,needs-triage
gpt-5.5,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.97,"This is a genuine EDK II package build failure involving RedfishPkg with a specific toolchain, architecture, and build target, so it is valid for investigation.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.9,"This is a concrete EDK II package build failure involving RedfishPkg and the CLANGPDB/lld-link toolchain, with a specific undefined symbol error to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.95,"This is a genuine EDK II build failure involving CLANGDWARF, AARCH64, and StandaloneMmPkg, which is within scope and should be investigated.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.9,"The issue concerns updating an EDK II BaseTools build dependency to fix IA32 CLANGDWARF link failures, which is a legitimate build infrastructure bug/request.",False,needs-maintainer-feedback|needs-triage
gpt-5.5,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.9,"This reports a plausible EDK II firmware regression tied to a specific commit affecting Arm platform menu input handling, which is within scope and investigable.",False,needs-triage
