model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.4,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.97,"This is a plausible, reproducible bug report affecting EDK II's OvmfPkg/UEFI Shell behavior under QEMU -nographic mode, which is directly related to firmware functionality rather than a usage question.",False,needs-maintainer-feedback
gpt-5.4,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.96,"This is a legitimate EDK II coding-style enforcement/tooling bug report about Uncrustify behavior conflicting with the project's coding standard, which is in scope for the tracker.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.98,"This is a plausible bug report in an EDK II driver component describing a missing robustness mechanism for transient USB failures, which is directly relevant to UsbMassStorageDxe and is specific enough to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.93,"This appears to be a concrete bug report against an EDK II firmware component (HiiDatabaseDxe parser behavior in GetNameElement), which is relevant to the project and actionable to investigate.",False,
gpt-5.4,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.95,"This is a plausible bug report against an EDK II component (SetupBrowserDxe in MdeModulePkg) referencing a specific introducing PR, which gives enough context to investigate and matches historically valid code-issue reports for this area.",False,needs-triage
gpt-5.4,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.98,"This is a plausible EDK II build failure involving ShellPkg and a specific compiler version with -Werror, which is directly relevant to project build infrastructure and therefore valid.",False,
gpt-5.4,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.96,"This is a plausible virtualization/firmware boot bug in OvmfPkg involving qemu-kvm on RISC-V, which is directly relevant to EDK II and similar platform launch failures have historically been treated as valid.",False,needs-maintainer-feedback
gpt-5.4,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.96,"This appears to be a concrete bug report about an incorrect constant value in MdePkg, which is an EDK II package and is specific enough to investigate.",False,needs-maintainer-feedback
gpt-5.4,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.98,"This is a genuine EDK II build failure in EmulatorPkg on Unix due to a missing system header include, which is directly related to EDK II build/toolchain compatibility and is therefore valid.",False,needs-triage
gpt-5.4,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.99,"This is a concrete EDK II build failure in RedfishPkg with a specific toolchain and configuration (CLANGPDB, IA32, NOOPT), which is directly relevant and sufficiently actionable for investigation.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.99,"This is a concrete EDK II build failure in RedfishPkg with the CLANGPDB toolchain, which is directly relevant to project build infrastructure and has enough detail to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.99,"This is a concrete EDK II build failure involving a supported toolchain/target combination in StandaloneMmPkg, which is directly within scope for the project tracker.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.97,"This is a legitimate EDK II build infrastructure issue/feature request involving BaseTools toolchain dependency updates to fix IA32 CLANGDWARF linker problems, which is in scope for the project tracker.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.97,"This is a concrete bug report affecting Arm platform firmware menu input behavior in EDK II components (ArmVirtPkg/MdeModulePkg), similar to prior valid regressions involving commits breaking ARM builds or functionality.",False,needs-triage
gpt-5.4,11800,[Bug]: non-x86 Option Rom never be reached if multiple Option Rom images are found on non-x86 platform.,mdemodulepkg,False,0.96,"This is a concrete bug report affecting MdeModulePkg behavior on non-x86 platforms when multiple Option ROM images are present, which is an EDK II firmware component issue with enough specificity to investigate.",False,needs-triage
gpt-5.4,11797,[Bug]: Build error when STATIC Stack check is enabled on X86 Architectures on GCC Build,mdepkg,False,0.99,"This is a concrete EDK II build failure involving GCC and x86 static stack checking, which squarely fits a valid bug report about build infrastructure.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11793,[Bug]: BdsDxe build fails with CLANGPDB,mdemodulepkg,False,0.98,"This is a concrete build failure involving an EDK II package and toolchain configuration (BdsDxe with CLANGPDB), which fits a valid bug report for the project tracker.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11792,[Bug]: UefiPayloadPkg cannot be built with VS2022,uefipayloadpkg,False,0.99,"This is a concrete EDK II build failure report affecting UefiPayloadPkg with a specific supported toolchain (VS2022), which is squarely in scope for the project tracker.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11791,[Bug]: SignedCapsulePkg cannot be built with VS2022,signedcapsulepkg,False,0.98,"This is a plausible EDK II build failure involving SignedCapsulePkg and a supported toolchain (VS2022), which is a valid issue type for the project tracker.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,False,0.99,"This is a genuine EDK II build failure report affecting CryptoPkg with a supported toolchain, which is valid for the project tracker.",False,needs-maintainer-feedback
gpt-5.4,11787,[Bug]: HiiDatabaseDxe build fails with CLANGPDB,mdemodulepkg,False,0.98,"This is a concrete EDK II build failure involving HiiDatabaseDxe with the CLANGPDB toolchain, which is directly in scope for the project tracker and has enough specificity to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11786,[Bug]: SetupBrowserDxe build fails with CLANGPDB,mdemodulepkg,False,0.97,"This is a plausible EDK II build failure in MdeModulePkg involving the CLANGPDB toolchain, which is directly in scope for the project tracker and similar issues have been treated as valid.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11772,[Bug]: FdfParser parse include statement before conditional statement,basetools,False,0.98,"This is a concrete BaseTools FDF parser bug report about incorrect handling order of !include versus conditional statements, which directly relates to EDK II build infrastructure and is similar to prior VALID parser issues.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11764,[Bug]: SmiHandlerUnRegister  is pended forever when an unregistered SMI get called,mdemodulepkg,False,0.97,"This is a concrete firmware bug report in an EDK II package describing a reproducible hang in SmiHandlerUnRegister triggered by an unregistered SMI, which is relevant and actionable for investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,False,0.98,"This is a concrete bug report against an EDK II runtime firmware component with a specific failing library and observable crash in gRT->GetTime, which is clearly within scope and actionable.",False,
gpt-5.4,11554,[Bug]: <title> Pci command -i can't display PCIe Designated Vendor Specific Extended Capability correctly.,shellpkg,False,0.98,"This is a concrete bug report against ShellPkg's PCI command about incorrect decoding/display of a PCIe extended capability, which is directly related to EDK II firmware functionality and similar issues have been treated as valid.",False,needs-triage
gpt-5.4,11509,[Bug]: TCG2/TPM2 support on aarch64 does not work,ovmfpkg,False,0.98,"This is a plausible bug report affecting OvmfPkg firmware functionality on aarch64 (TCG2/TPM2 support), which is directly within EDK II scope and warrants investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,False,0.98,"This is a concrete bug report about EDK II CI/build infrastructure and coding style enforcement tooling (ECC) silently failing on Windows and Linux, which is within scope and investigable.",False,
gpt-5.4,11480,[Bug]: boot stuck in aarch64 uefi,armpkg|armplatformpkg|armvirtpkg,False,0.88,"This appears to be a genuine firmware bug report involving AArch64 UEFI boot behavior in EDK II ARM packages, and boot hangs are relevant and investigable even from the limited summary provided.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11462,[Bug]: LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX value does not match the UEFI specification,mdepkg,False,0.98,"This is a concrete specification conformance bug report in MdePkg about a constant value mismatch with the UEFI spec, which is a valid EDK II issue to investigate and fix.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11460,[Bug]: OVMF secure boot settings unusable with serial console,ovmfpkg,False,0.97,"This is a plausible OvmfPkg bug report describing a real usability/problem scenario in an EDK II firmware component (OVMF secure boot settings over serial console), so it is valid for investigation.",False,needs-owner|needs-triage
gpt-5.4,11453,[Bug]: AsciiSPrint does not handle %s correctly,ovmfpkg,False,0.98,"This is a concrete bug report about an EDK II library function's formatting behavior, which is directly relevant to firmware code and is specific enough to investigate.",False,needs-owner|needs-triage
gpt-5.4,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,False,0.98,"This is a legitimate EDK II feature/update request for ShellPkg to add SMBIOS v3.8 MRDIMM support, similar to prior valid SmBios.h spec-version support issues.",False,needs-maintainer-feedback
gpt-5.4,11428,[Bug]: Terminal layout issue in Boot Manager when running qemu-system-x86_64 with -nographic,ovmfpkg,False,0.96,"This is a plausible, reproducible bug report affecting OvmfPkg behavior on QEMU in a specific supported configuration (-nographic), so it is relevant to EDK II and worth investigation.",False,needs-triage
gpt-5.4,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,False,0.98,"This is a concrete firmware bug in UefiCpuPkg involving AP/BSP wake-up and reset vector buffer lifetime, which is directly relevant to EDK II and appears actionable rather than a usage question or intended behavior.",False,needs-maintainer-feedback
gpt-5.4,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,False,0.96,"This is a plausible EDK II build-toolchain bug report involving CryptoPkg and the CLANG compiler, which is in scope for the project tracker and matches prior VALID build error issues.",False,needs-maintainer-feedback
gpt-5.4,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,False,0.97,"This is a concrete firmware/runtime bug involving EDK II components in MdeModulePkg/OvmfPkg, describing incorrect OS executability of UEFI runtime drivers loaded after EndOfDxe, which is a legitimate and investigable issue.",False,needs-maintainer-feedback
gpt-5.4,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,False,0.97,"This is a plausible EDK II firmware bug report about OvmfPkg TPM2/TCG2 functionality on RISC-V, and it concerns a real package/component with enough specificity to investigate.",False,needs-maintainer-feedback
gpt-5.4,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,False,0.96,"This is a plausible SecurityPkg bug report about OpalPassword logic (potential infinite loop and DeviceList handling), which concerns a real EDK II firmware component and appears specific enough to investigate.",False,needs-maintainer-feedback
gpt-5.4,11299,[Bug]: Wide character display is truncated on BIOS Setup.,mdemodulepkg,False,0.93,"This is a plausible firmware UI bug in an EDK II package (BIOS Setup text rendering/truncation) rather than a usage question or intended behavior, so it should be treated as a valid issue for investigation.",False,needs-triage
gpt-5.4,11292,"[Bug]: UEFI-SCT BBTestGetImageConformanceTestCheckpoint4 expects the GetImage() function to return an EFI_SECURITY_VIOLATION error, which deviates from the expected behavior defined in the UEFI specification.",other,False,0.99,"This is a specific bug report against the UEFI-SCT test behavior with a clear spec-compliance issue and enough detail to investigate, matching prior VALID SCT conformance-test issues.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11258,[Bug] Secure Boot Bypass Through UEFI Shell,securitypkg,False,0.98,"This is a plausible security vulnerability in an EDK II firmware component (SecurityPkg/UEFI Shell interaction), and security issues are valid for investigation even with limited discussion.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,False,0.97,"This is a concrete bug report against an EDK II package describing an assert condition in a specific case, which is actionable and fits the project tracker.",False,
gpt-5.4,11216,[Bug]: [ArmVirtPkg] Missing EFI Internal Shell in Boot Menu,armvirtpkg,False,0.86,"This appears to be a genuine ArmVirtPkg bug report about firmware boot menu behavior involving an EDK II component, and despite limited detail it is relevant and investigable so it should be treated as valid.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,False,0.97,"This is a plausible static-analysis bug report in NetworkPkg source code, which is directly related to EDK II and similar CodeQL/static code issues have historically been treated as valid.",False,needs-triage
gpt-5.4,11188,[Bug]: MSR_IA32_FEATURE_CONTROL on CPU hotplug,ovmfpkg,False,0.97,"This is a plausible OvmfPkg bug report about CPU hotplug behavior involving the IA32_FEATURE_CONTROL MSR, which is a real firmware component issue and is specific enough to investigate.",False,needs-owner|needs-triage
gpt-5.4,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,False,0.8,"This is a plausible code-quality bug or cleanup request within NetworkPkg to use an existing constant instead of a hardcoded value, which is relevant to EDK II and similar style/maintainability issues have been treated as valid.",False,needs-triage
