model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
claude-haiku-4-5,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.85,"This is a valid bug report describing a specific input handling issue in OvmfPkg when running under QEMU in nographic mode, which is a legitimate EDK II firmware component problem.",False,needs-maintainer-feedback
claude-haiku-4-5,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.92,"This is a valid bug report about EDK II's coding style enforcement tool (Uncrustify configuration) producing output that contradicts the official Coding Standard, which relates to EDK II build infrastructure and tooling.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.92,"This is a legitimate bug report describing a missing retry mechanism for transient USB failures in a MdeModulePkg USB mass storage driver component, which is a genuine firmware reliability issue.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.92,This is a legitimate bug report for a parser issue in an EDK II package component (MdeModulePkg/HiiDatabaseDxe) that warrants investigation and potential fixes.,False,
claude-haiku-4-5,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.92,"This is a legitimate bug report identifying a code issue in SetupBrowserDxe introduced by a specific PR, which is a valid EDK II component requiring investigation.",False,needs-triage
claude-haiku-4-5,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.95,"This is a valid bug report describing a build failure with a specific compiler version and flag, which is a legitimate EDK II infrastructure issue.",False,
claude-haiku-4-5,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.85,"This is a legitimate bug report about RISC-V guest VM startup failure in OvmfPkg, which is a valid EDK II firmware package for QEMU/KVM platforms, though it lacks reproduction details and diagnostic output.",False,needs-maintainer-feedback
claude-haiku-4-5,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.92,"This is a legitimate bug report about a constant value mismatch in MdePkg, which is a core EDK II package defining platform-independent data structures and protocols.",False,needs-maintainer-feedback
claude-haiku-4-5,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.92,"This is a valid bug report describing a build failure in EmulatorPkg where a required header file (termio.h) is missing, preventing compilation on Unix-like systems.",False,needs-triage
claude-haiku-4-5,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.95,"This is a genuine build failure report for RedfishPkg with a specific toolchain (CLANGPDB, IA32 NOOPT) showing a linker error with undefined symbol, which is a valid EDK II build infrastructure issue.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.92,This is a legitimate build failure report for RedfishPkg with a specific linker error (_fltused undefined symbol) affecting CLANGPDB toolchain in both DEBUG and RELEASE configurations.,False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.95,"This is a legitimate bug report describing a build failure with a specific toolchain (CLANGDWARF), architecture (AARCH64), build type (RELEASE), and package (StandaloneMmPkg) that should be investigated by maintainers.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.85,This is a valid bug report regarding EDK II build infrastructure (BaseTools) that identifies a specific dependency update needed to resolve linker issues with a particular toolchain configuration.,False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.92,"This is a valid bug report describing a regression (broken Enter key response in firmware menus on ARM platforms) caused by a specific commit, affecting EDK II packages.",False,needs-triage
claude-haiku-4-5,11800,[Bug]: non-x86 Option Rom never be reached if multiple Option Rom images are found on non-x86 platform.,mdemodulepkg,False,0.92,"This is a genuine bug report describing a specific issue with Option ROM handling on non-x86 platforms in MdeModulePkg, which is a valid EDK II firmware component.",False,needs-triage
claude-haiku-4-5,11797,[Bug]: Build error when STATIC Stack check is enabled on X86 Architectures on GCC Build,mdepkg,False,0.95,"This is a legitimate bug report describing a build failure when static stack checking is enabled for X86 architecture with GCC, which is a valid EDK II build infrastructure issue requiring investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11793,[Bug]: BdsDxe build fails with CLANGPDB,mdemodulepkg,False,0.92,"This is a legitimate bug report describing a build failure with a specific toolchain (CLANGPDB) in MdeModulePkg, which is directly relevant to EDK II build infrastructure.",False,needs-maintainer-feedback|needs-triage
