model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
claude-haiku-4-5,B,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,mikebeaton,medium,"Bug involves keyboard input (Backspace) regression in UEFI shell under QEMU OvmfPkg in nographic mode, matching mikebeaton's pattern of Arm platform firmware menu key-response regressions in OvmfPkg.",False,Damien-Chen,False
claude-haiku-4-5,B,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"Bug is in MdeModulePkg/HiiDatabaseDxe GetNameElement(), which matches YangGangUEFI's historical assignment pattern for HiiDatabaseDxe and GetNameElement parser issues.",False,YangGangUEFI,True
claude-haiku-4-5,B,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"SetupBrowserDxe is explicitly listed as a component assigned to YangGangUEFI in the HII/SetupBrowser sub-domain, and this bug reports a code issue introduced by a specific PR in that module.",False,YangGangUEFI,True
claude-haiku-4-5,B,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,QEMU-KVM guest boot failure on RISC-V matches yechao-w's established assignment pattern for RISC-V QEMU boot bugs in OvmfPkg.,False,yechao-w,True
claude-haiku-4-5,B,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"CLANGPDB linker error (_memcpy undefined symbol) in RedfishPkg matches the established pattern of mikebeaton's assignment scope (CLANGPDB build/link errors in RedfishPkg only), analogous to the prior _fltused bug.",False,mikebeaton,True
claude-haiku-4-5,B,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,CLANGPDB linker error in RedfishPkg matching the exact historical pattern of mikebeaton's CLANGPDB assignment scope (RedfishPkg only).,False,mikebeaton,True
claude-haiku-4-5,B,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"Bug is about updating mu_nasm nuget release in BaseTools to resolve CLANGDWARF link issues, which matches makubacki's assignment pattern for NASM / toolchain / nuget update bugs in BaseTools.",False,makubacki,True
claude-haiku-4-5,B,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"Bug is a regression in Arm platform firmware menu key response (Enter key) caused by a specific commit (901c4e3), which matches the exact pattern for mikebeaton's assignment of Arm firmware menu key-response regression bugs.",False,mikebeaton,True
claude-haiku-4-5,B,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,CryptoPkg build error with VS2022 compiler matches the established pattern for ardbiesheuvel's assignments (VS2022 build errors in CryptoPkg).,False,ardbiesheuvel,True
claude-haiku-4-5,B,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"BaseRiscV64CpuTimerLib is a RISC-V timer library crash bug affecting OS-runtime (RealTimeClockRuntimeDxe), matching zevorn's assigned domain of OS-runtime crash bugs in RISC-V timer libs.",False,zevorn,True
