model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-5.4-mini,A,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,mikebeaton,low,"This is an OvmfPkg UI/keyboard behavior regression in the UEFI Shell, and among the listed assignees mikebeaton is the closest match for firmware menu/key-response issues rather than the HII/UI-specific assignees.",False,Damien-Chen,False
gpt-5.4-mini,A,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"The bug is in MdeModulePkg/HiiDatabaseDxe and specifically mentions GetNameElement(), which matches the historical assignment pattern for YangGangUEFI on HiiDatabase/GetNameElement issues.",False,YangGangUEFI,True
gpt-5.4-mini,A,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"The bug is in MdeModulePkg SetupBrowserDxe, which matches the historical assignment pattern for SetupBrowserDxe issues to YangGangUEFI.",False,YangGangUEFI,True
gpt-5.4-mini,A,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"This is an OvmfPkg RISC-V guest boot failure, which matches the historical assignment pattern for yechao-w handling QEMU-KVM boot bugs on RISC-V.",False,yechao-w,True
gpt-5.4-mini,A,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a RedfishPkg CLANGPDB build/link error, and historical assignments show mikebeaton owns CLANGPDB issues specifically in RedfishPkg.",False,mikebeaton,True
gpt-5.4-mini,A,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a CLANGPDB build/link error in RedfishPkg, which matches mikebeaton’s specifically assigned RedfishPkg CLANGPDB bugs.",False,mikebeaton,True
gpt-5.4-mini,A,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"This is a BaseTools bug about updating a NASM nuget/toolchain dependency, which matches makubacki’s BaseTools NASM/toolchain/nuget update assignment.",False,makubacki,True
gpt-5.4-mini,A,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"This is an Arm platform firmware menu key-response regression tied to a specific commit hash, which matches mikebeaton’s assigned OvmfPkg Arm menu regression bugs rather than HII/UI form issues.",False,mikebeaton,True
gpt-5.4-mini,A,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"The bug is in CryptoPkg and specifically mentions a VS2022 build failure, which matches ardbiesheuvel’s assigned CryptoPkg VS2022 build errors.",False,ardbiesheuvel,True
gpt-5.4-mini,A,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"This is an OvmfPkg RISC-V runtime crash in BaseRiscV64CpuTimerLib, which matches the historical assignment for OS-runtime crash bugs in RISC-V timer libraries.",False,zevorn,True
gpt-5.4-mini,A,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,"This is a BaseTools CI/ECC Check failure, which matches bexcran’s historical assignment for ECC Check / CI failure bugs in BaseTools.",False,bexcran,True
gpt-5.4-mini,A,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"This is a ShellPkg SMBIOS enhancement specifically for adding MRDIMM support, which matches NingFengGit's historical assignment for MRDIMM / MemoryDevice table additions in ShellPkg SMBIOS.",False,NingFengGit,True
gpt-5.4-mini,A,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,UEfiCpuPkg bug about BSP/AP synchronization and AP wake-up/reset vector handling matches the unique multiprocessor synchronization assignment for philnoh2.,False,philnoh2,True
gpt-5.4-mini,A,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,"This is a CryptoPkg build error with the CLANG compiler, which matches the historical assignment pattern for mdkinney.",False,mdkinney,True
gpt-5.4-mini,A,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"This is an OvmfPkg policy/access-control bug about runtime drivers becoming non-executable after EndOfDxe, which matches vit9696’s assigned domain rather than os-d’s physical memory issues.",False,vit9696,True
gpt-5.4-mini,A,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,jxu023,medium,"This is an OvmfPkg RISC-V platform boot/support issue, and among the listed assignees jxu023 is the closest historical match for OvmfPkg virtualization/boot bugs on this architecture-related area.",False,Vogtinator,False
gpt-5.4-mini,A,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"This is a SecurityPkg OpalPassword device-list handling bug, which matches the unique HunterChang030 assignment for SecurityPkg/OpalPassword device list issues.",False,HunterChang030,True
gpt-5.4-mini,A,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,"This is an MdeModulePkg HII/UI-style assert involving string IDs, and historical patterns assign assert/string-id bugs in MdeModulePkg to EricGao2015.",False,EricGao2015,True
gpt-5.4-mini,A,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,"This is a CodeQL/static-analysis bug in NetworkPkg, which matches BritChesley’s assigned NetworkPkg CodeQL scope exactly.",False,BritChesley,True
gpt-5.4-mini,A,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"This is a NetworkPkg bug about replacing a hardcoded value with an existing define constant, which matches SaloniKasbekar’s NetworkPkg hardcoded-value/define-constant assignment pattern.",False,SaloniKasbekar,True
gpt-5.4-mini,A,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"This is a MdeModulePkg variable store / FTW spare block recovery bug, which matches wenbhou’s historical ownership of variable storage and FTW recovery issues.",False,wenbhou,True
gpt-5.4-mini,A,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"This is a core MdeModulePkg DXE infrastructure issue about InstallProtocolInterface and handle/key management, which matches lgao4’s assigned scope.",False,lgao4,True
gpt-5.4-mini,A,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,AshrafAliS,low,"The package is Other and the title looks like a miscellaneous BaseTools/utility content update with no specific package match, so the closest historical fit is the remaining general BaseTools-style triage assignee.",False,lgao4,False
gpt-5.4-mini,A,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"This is an MdePkg physical memory management bug about FreePages() and page faults, which matches os-d’s assigned OvmfPkg/MdePkg memory handling domain.",False,os-d,True
gpt-5.4-mini,A,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,medium,"This is a MdeModulePkg UI/forms issue involving Device Manager/Driver Health behavior, which matches EricGao2015’s historical assignments for Device Manager forms rather than the HiiDatabase/SetupBrowser core bugs.",False,EricGao2015,True
gpt-5.4-mini,A,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"This is an OvmfPkg AMD SEV/SEV-ES virtualization boot bug, and the hints explicitly assign SEV/SEV-ES/AmdSvsm issues in OvmfPkg to jxu023.",False,jxu023,True
