model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-5.4-mini,B,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,zhurui22,low,"This is an OvmfPkg UEFI Shell input/UI issue (keyboard backspace in -nographic mode), which best matches the historical Shell/UEFI shell command and input bugs assigned to zhurui22.",False,Damien-Chen,False
gpt-5.4-mini,B,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"The bug is in MdeModulePkg/HiiDatabaseDxe and specifically GetNameElement(), which matches the historical HiiDatabase/GetNameElement assignment pattern for YangGangUEFI.",False,YangGangUEFI,True
gpt-5.4-mini,B,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"This is an MdeModulePkg SetupBrowserDxe bug, which most precisely matches the historical SetupBrowserDxe assignment pattern for YangGangUEFI.",False,YangGangUEFI,True
gpt-5.4-mini,B,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"This is an OvmfPkg RISC-V QEMU/KVM guest boot failure, which matches the historical assignment pattern for yechao-w.",False,yechao-w,True
gpt-5.4-mini,B,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a RedfishPkg CLANGPDB build/link error, and mikebeaton is specifically assigned CLANGPDB build/link issues in RedfishPkg.",False,mikebeaton,True
gpt-5.4-mini,B,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a RedfishPkg CLANGPDB linker build failure, which matches the historical RedfishPkg CLANGPDB assignment pattern for mikebeaton.",False,mikebeaton,True
gpt-5.4-mini,B,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"This is a BaseTools bug about a NASM/nuget release update, which matches makubacki’s assignment for NASM/toolchain/nuget update bugs in BaseTools.",False,makubacki,True
gpt-5.4-mini,B,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"This is an Arm platform firmware menu key-response regression tied to a specific commit hash, which matches mikebeaton’s assigned scope rather than a general HII/UI bug.",False,mikebeaton,True
gpt-5.4-mini,B,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"This is a CryptoPkg VS2022 build error, which matches the historical assignment pattern for ardbiesheuvel.",False,ardbiesheuvel,True
gpt-5.4-mini,B,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"This is an OvmfPkg RISC-V runtime crash in BaseRiscV64CpuTimerLib, which matches the historical assignment for OS-runtime crash bugs in RISC-V timer libraries.",False,zevorn,True
gpt-5.4-mini,B,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,"The issue is in BaseTools and specifically describes an ECC check / CI failure, which matches bexcran’s assigned BaseTools ECC Check / CI failure bugs.",False,bexcran,True
gpt-5.4-mini,B,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"This is a ShellPkg SMBIOS enhancement for MRDIMM / MemoryDeviceMemoryTechnologyTable, which matches the historical ShellPkg SMBIOS assignment for MRDIMM support additions.",False,NingFengGit,True
gpt-5.4-mini,B,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"This is a UefiCpuPkg multiprocessor synchronization bug involving BSP/AP coordination while AP wakeup is in progress, which matches philnoh2’s assigned BSP/AP synchronization domain.",False,philnoh2,True
gpt-5.4-mini,B,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,"This is a CryptoPkg build error with the CLANG compiler, which matches the historical CryptoPkg + CLANG build-error assignment pattern to mdkinney.",False,mdkinney,True
gpt-5.4-mini,B,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"This is an OvmfPkg policy/access-control bug about UEFI runtime drivers loaded after EndOfDxe not being executable, which matches vit9696’s runtime driver executability assignment.",False,vit9696,True
gpt-5.4-mini,B,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,jxu023,medium,"The bug is in OvmfPkg on RISC-V and concerns TPM/TCG2 support in virtualization firmware, which is the closest match among the listed OvmfPkg RISC-V assignments.",False,Vogtinator,False
gpt-5.4-mini,B,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"This is a SecurityPkg bug involving OpalPassword device list handling, which matches HunterChang030’s unique assignment pattern exactly.",False,HunterChang030,True
gpt-5.4-mini,B,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,"This is an MdeModulePkg HII/UI-related assert on a string ID, matching the historical ""Assert/string-id"" bugs assigned to EricGao2015.",False,EricGao2015,True
gpt-5.4-mini,B,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,"This is a CodeQL/static-analysis bug in NetworkPkg, which matches BritChesley’s assigned NetworkPkg CodeQL issues.",False,BritChesley,True
gpt-5.4-mini,B,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"This is a NetworkPkg bug specifically about replacing a hardcoded value with an existing #define constant, which matches SaloniKasbekar’s assigned NetworkPkg hardcoded-value/define-constant pattern.",False,SaloniKasbekar,True
gpt-5.4-mini,B,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"This is a MdeModulePkg variable store / FTW spare block recovery bug, which matches wenbhou’s assigned scope exactly.",False,wenbhou,True
gpt-5.4-mini,B,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"This is a core DXE MdeModulePkg handle/protocol management bug involving InstallProtocolInterface(), which matches lgao4’s assigned scope.",False,lgao4,True
gpt-5.4-mini,B,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,deeglaze,low,"This looks like a generic documentation/content request under Other with no specific package match, so the closest fit is the non-Redfish CLANGPDB/general tooling assignee deeglaze rather than a package-specific specialist.",False,lgao4,False
gpt-5.4-mini,B,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"This is an MdePkg physical memory management bug about FreePages() corrupting memory/page tables, which matches os-d’s assigned domain for physical memory and page table inconsistency issues.",False,os-d,True
