model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
claude-sonnet-4-6,B,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,AshrafAliS,low,"This is an OvmfPkg keyboard/serial input bug in QEMU -nographic mode (serial console backspace handling) that doesn't clearly match any of the specific documented patterns, but relates to terminal/console input handling in OvmfPkg which doesn't fit the RISC-V, SEV, network, or other documented sub-domains precisely.",False,Damien-Chen,False
claude-sonnet-4-6,B,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"This bug is in MdeModulePkg/HiiDatabaseDxe and specifically involves a parser issue in GetNameElement(), which directly matches the historical pattern of YangGangUEFI being assigned HiiDatabaseDxe and GetNameElement bugs.",False,YangGangUEFI,True
claude-sonnet-4-6,B,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"The bug is in SetupBrowserDxe within MdeModulePkg, which matches the historical pattern of YangGangUEFI being assigned SetupBrowserDxe bugs.",False,YangGangUEFI,True
claude-sonnet-4-6,B,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"This is a QEMU-KVM guest boot failure on RISC-V in OvmfPkg, which exactly matches yechao-w's assigned domain of QEMU-KVM guest-boot failure bugs on RISC-V.",False,yechao-w,True
claude-sonnet-4-6,B,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a CLANGPDB build/link error in RedfishPkg (undefined symbol: _memcpy), which matches the established pattern of mikebeaton handling CLANGPDB build errors specifically in RedfishPkg, identical in nature to the reference bug about '_fltused' in CLANGPDB.",False,mikebeaton,True
claude-sonnet-4-6,B,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a CLANGPDB build/link error in RedfishPkg (undefined symbol: _fltused), which matches exactly the historical pattern of mikebeaton handling CLANGPDB linker errors in RedfishPkg, as seen in the nearly identical reference bug about _memcpy.",False,mikebeaton,True
claude-sonnet-4-6,B,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"This is a BaseTools NASM/nuget update bug, which matches the historical pattern of makubacki being assigned NASM/toolchain/nuget update bugs in BaseTools.",False,makubacki,True
claude-sonnet-4-6,B,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"This bug references a specific commit hash (901c4e3) that broke key response in Arm platform firmware menus, which exactly matches the historical pattern for mikebeaton handling firmware-level regression bugs in Arm platform firmware menus.",False,mikebeaton,True
claude-sonnet-4-6,B,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"This is a CryptoPkg build error specifically with VS2022, which matches the documented pattern for ardbiesheuvel (VS2022 build errors in CryptoPkg).",False,ardbiesheuvel,True
claude-sonnet-4-6,B,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"This is an OS-runtime crash bug in BaseRiscV64CpuTimerLib, which exactly matches the historical pattern for zevorn: 'OS-runtime crash bugs in RISC-V timer libs (BaseRiscV64CpuTimerLib)'.",False,zevorn,True
