model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-5.4,B,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,zhurui22,medium,"This is an OvmfPkg/Shell interaction bug affecting UEFI Shell keyboard behavior under QEMU -nographic, and the closest historical match is the Shell command/runtime handling issue previously assigned to zhurui22.",False,Damien-Chen,False
gpt-5.4,B,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"This is a MdeModulePkg HiiDatabaseDxe/GetNameElement parser bug, which matches the historical HII/HiiDatabase assignments to YangGangUEFI.",False,YangGangUEFI,True
gpt-5.4,B,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"This is a MdeModulePkg SetupBrowserDxe bug, and historical assignments show SetupBrowserDxe/HII form browser issues going to YangGangUEFI.",False,YangGangUEFI,True
gpt-5.4,B,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"This is an OvmfPkg RISC-V qemu-kvm guest boot failure, which matches the historical pattern for yechao-w exactly.",False,yechao-w,True
gpt-5.4,B,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a RedfishPkg-specific CLANGPDB build/link failure, which matches the historical pattern assigning RedfishPkg CLANGPDB errors to mikebeaton.",False,mikebeaton,True
gpt-5.4,B,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a RedfishPkg-specific CLANGPDB build/link failure, which matches the historical pattern assigning RedfishPkg CLANGPDB issues to mikebeaton.",False,mikebeaton,True
gpt-5.4,B,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"This is a BaseTools toolchain/nuget update bug (mu_nasm release update), which matches the historical BaseTools NASM/toolchain/nuget pattern assigned to makubacki.",False,makubacki,True
gpt-5.4,B,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"This is an Arm platform firmware menu key-response regression tied to a specific commit hash, which matches the noted Arm firmware menu regression pattern assigned to mikebeaton rather than general HII/UI owners.",False,mikebeaton,True
gpt-5.4,B,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"This is a CryptoPkg build error specifically with VS2022, which matches the historical assignment pattern for ardbiesheuvel.",False,ardbiesheuvel,True
gpt-5.4,B,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"This is an OvmfPkg RISC-V OS-runtime crash in BaseRiscV64CpuTimerLib, which matches the specific historical pattern assigned to zevorn.",False,zevorn,True
gpt-5.4,B,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,"This is a BaseTools CI issue specifically about ECC Check failure, which matches the historical pattern assigning BaseTools ECC Check / CI bugs to bexcran.",False,bexcran,True
gpt-5.4,B,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"This is a ShellPkg SMBIOS MemoryDevice/MRDIMM table addition, which matches the historical pattern assigning MRDIMM and MemoryDevice table support bugs to NingFengGit.",False,NingFengGit,True
gpt-5.4,B,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"This is in UefiCpuPkg and describes a BSP/AP multiprocessor synchronization issue, which matches the historical assignment pattern for philnoh2.",False,philnoh2,True
gpt-5.4,B,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,"This bug is in CryptoPkg and specifically describes a CLANG compiler build error, which matches the historical assignment pattern for mdkinney.",False,mdkinney,True
gpt-5.4,B,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"This is an OvmfPkg runtime driver executability policy bug specifically about drivers loaded after EndOfDxe not being executable by the OS, which matches vit9696's historical assignment pattern exactly.",False,vit9696,True
gpt-5.4,B,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,yechao-w,medium,"This is an OvmfPkg bug specifically about RISC-V platform support, and the closest historical match is yechao-w handling RISC-V OvmfPkg guest/boot issues.",False,Vogtinator,False
gpt-5.4,B,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"This is a SecurityPkg bug specifically in OpalPassword device list handling, which matches the unique historical assignment pattern for HunterChang030.",False,HunterChang030,True
gpt-5.4,B,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,"This is a MdeModulePkg assert/string-id bug, which matches the historical pattern assigning default string ID/assert issues in setup/UI forms to EricGao2015.",False,EricGao2015,True
gpt-5.4,B,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,"This is a NetworkPkg bug specifically described as a CodeQL error, which matches the historical assignment pattern for BritChesley.",False,BritChesley,True
gpt-5.4,B,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"This is a NetworkPkg bug specifically about replacing a hardcoded value with an existing #define constant, which matches the historical pattern for SaloniKasbekar.",False,SaloniKasbekar,True
gpt-5.4,B,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"This is an MdeModulePkg variable store/FTW spare block recovery bug, which matches the historical assignment pattern for wenbhou.",False,wenbhou,True
gpt-5.4,B,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"This is a MdeModulePkg core DXE infrastructure bug in InstallProtocolInterface(), which the assignment patterns explicitly map to lgao4 rather than HII/UI assignees.",False,lgao4,True
gpt-5.4,B,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,AshrafAliS,low,"The bug is labeled package:other and describes adding a deepwiki entry, which does not match any specific historical package/sub-component pattern, so AshrafAliS is the best low-confidence fallback.",False,lgao4,False
gpt-5.4,B,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"This is an OVMF/MdePkg physical memory management bug involving FreePages() and page writability, which matches os-d’s historical ownership of FreePages/page table/GCD memory issues.",False,os-d,True
gpt-5.4,B,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"This is a MdeModulePkg Device Manager/Driver Health UI form display bug, which matches EricGao2015’s historical assignments for Device Manager forms and related SetupBrowser UI issues.",False,EricGao2015,True
gpt-5.4,B,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"This is an OvmfPkg bug specifically about SEV/SEV-ES and AmdSvsm, which matches the historical OvmfPkg AMD SEV/SEV-ES virtualization boot issues assigned to jxu023.",False,jxu023,True
