model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
claude-sonnet-4-6,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.65,"This appears to be a genuine bug report about keyboard backspace not functioning in UEFI shell under QEMU's -nographic mode, which relates to terminal/serial console handling in OvmfPkg and is worth investigating.",False,needs-maintainer-feedback
claude-sonnet-4-6,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.92,"This is a valid bug report about EDK II's Uncrustify coding style enforcement tool incorrectly formatting DEBUG macros in contradiction to the official EDK II Coding Standard, which is a legitimate issue with the project's development tooling.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-sonnet-4-6,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.75,"This appears to be a legitimate bug report or feature request about missing retry logic in UsbMassStorageDxe for handling transient USB failures, which is a valid concern for the MdeModulePkg USB driver.",False,needs-maintainer-feedback|needs-triage
claude-sonnet-4-6,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.9,"This is a genuine bug report identifying a parser issue in a specific EDK II function (GetNameElement() in HiiDatabaseDxe), which is a legitimate and investigable bug in a known EDK II component.",False,
claude-sonnet-4-6,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.75,"This appears to be a genuine bug report referencing a specific pull request that introduced a code issue in SetupBrowserDxe, which is a legitimate EDK II component worth investigating.",False,needs-triage
claude-sonnet-4-6,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.95,This is a legitimate build failure bug report describing a real compilation issue with GCC 16 and -Werror flags affecting ShellPkg.,False,
claude-sonnet-4-6,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.6,"This appears to be a genuine bug report about QEMU-KVM guest startup failure on RISC-V with OvmfPkg, which is a legitimate EDK II firmware component issue, though low engagement and lack of detail reduce confidence.",False,needs-maintainer-feedback
claude-sonnet-4-6,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.85,"This appears to be a genuine bug report about an incorrect constant value in MdePkg, which is a valid EDK II bug report worth investigating.",False,needs-maintainer-feedback
claude-sonnet-4-6,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.85,"This is a genuine build failure bug report for EmulatorPkg on Unix/Linux, where a missing or incorrect header file (termio.h) causes a fatal compilation error, which is a legitimate and reproducible build issue worth investigating.",False,needs-triage
claude-sonnet-4-6,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.97,"This is a legitimate build failure bug report with a specific error message, package, toolchain (CLANGPDB), and build configuration (IA32 NOOPT) that provides sufficient information to investigate and reproduce.",False,needs-maintainer-feedback|needs-triage
claude-sonnet-4-6,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.95,"This is a genuine build failure bug report with a specific error message, affected package, toolchain (CLANGPDB), and build configurations (DEBUG/RELEASE), providing enough information to investigate.",False,needs-maintainer-feedback|needs-triage
claude-sonnet-4-6,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.95,"This is a genuine build failure bug report involving a specific toolchain (CLANGDWARF), architecture (AARCH64), build target (RELEASE), and EDK II package (StandaloneMmPkg), which is clearly actionable and relevant to EDK II build infrastructure.",False,needs-maintainer-feedback|needs-owner|needs-triage
