model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.5,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.82,"The issue reports a reproducible keyboard/input problem in the UEFI shell when using OVMF with QEMU -nographic, which is related to EDK II firmware behavior and is suitable for investigation.",False,needs-maintainer-feedback
gpt-5.5,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.95,This is a legitimate EDK II coding style enforcement/tooling issue involving Uncrustify configuration and its compliance with the project coding standard.,False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.5,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.93,This is a legitimate EDK II UsbMassStorageDxe bug/robustness report concerning transient USB failures in an MdeModulePkg firmware driver.,False,needs-maintainer-feedback|needs-triage
gpt-5.5,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.76,"The issue reports a parser bug in the EDK II MdeModulePkg HiiDatabaseDxe component, which is a relevant firmware component and plausible bug report.",False,
gpt-5.5,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.86,"The issue reports a potential regression/code defect in MdeModulePkg SetupBrowserDxe introduced by a specific EDK II pull request, which is a legitimate firmware component bug to triage.",False,needs-triage
gpt-5.5,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.95,"This is a legitimate EDK II ShellPkg build failure with GCC 16 and -Werror, which is within the project’s build/toolchain scope.",False,
gpt-5.5,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.82,"The issue reports a QEMU/KVM guest startup failure involving OvmfPkg on RISC-V, which is directly related to EDK II firmware virtualization support and is plausible to investigate.",False,needs-maintainer-feedback
gpt-5.5,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.92,"The issue reports a potential mismatch in a spec-related constant value in MdePkg, which is a legitimate EDK II bug report that maintainers can investigate.",False,needs-maintainer-feedback
gpt-5.5,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.96,"This is a genuine EmulatorPkg build failure involving a missing system header in EDK II build code, which is appropriate for investigation.",False,needs-triage
gpt-5.5,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.97,"This is a reproducible EDK II package build failure involving RedfishPkg with the CLANGPDB toolchain, which is valid for the project tracker.",False,needs-maintainer-feedback|needs-triage
