model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.4,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.94,"This is a plausible OvmfPkg/UEFI Shell behavior bug in QEMU nographic mode with a specific reproducible scenario, so it is sufficiently actionable to investigate.",False,needs-maintainer-feedback
gpt-5.4,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.97,"This is a legitimate EDK II coding-style enforcement/build tooling issue alleging the Uncrustify configuration conflicts with the documented coding standard, which is specific and investigable.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.94,This is a plausible bug report in an EDK II driver component identifying a specific missing error-handling behavior in UsbMassStorageDxe that is concrete enough to investigate.,False,needs-maintainer-feedback|needs-triage
gpt-5.4,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.93,"This appears to be a concrete bug report against an EDK II component with a specific function and package identified, which is enough to investigate.",False,
gpt-5.4,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.83,"This appears to be a concrete bug report in an EDK II firmware component (SetupBrowserDxe in MdeModulePkg) with a specific introducing PR identified, which is sufficient to investigate.",False,needs-triage
gpt-5.4,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.98,"This is a plausible EDK II build infrastructure/compiler compatibility bug affecting ShellPkg with GCC 16 and -Werror, which is a valid issue to investigate.",False,
gpt-5.4,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.93,"This is a plausible EDK II firmware/runtime bug affecting OvmfPkg on RISC-V under qemu-kvm, and the report is specific enough to investigate as a platform bring-up or boot failure issue.",False,needs-maintainer-feedback
gpt-5.4,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.93,"This reports a specific likely bug in an EDK II package constant definition, and even with limited detail it is concrete enough for maintainers to investigate.",False,needs-maintainer-feedback
gpt-5.4,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.98,"This is a concrete build failure in EmulatorPkg involving a missing host header, which is directly related to EDK II build infrastructure and contains enough detail to investigate.",False,needs-triage
gpt-5.4,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.98,"This is a concrete EDK II build failure in RedfishPkg involving the CLANGPDB toolchain on IA32 NOOPT, which is directly relevant and specific enough to investigate.",False,needs-maintainer-feedback|needs-triage
