model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.4-mini,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.97,"This reports a reproducible UEFI Shell keyboard input problem in QEMU -nographic mode, which is a legitimate firmware/environment bug report relevant to EDK II.",False,needs-maintainer-feedback
gpt-5.4-mini,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.97,"This is a legitimate EDK II tooling/style-enforcement bug report: it claims Uncrustify formats DEBUG macros incorrectly in conflict with the coding standard, which is directly relevant to the project's build/style infrastructure.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4-mini,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.98,"This is a legitimate EDK II bug report about UsbMassStorageDxe lacking retry handling for transient USB read failures, which is directly relevant to a firmware driver and appears actionable.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.94,"This is a concrete bug report against MdeModulePkg/HiiDatabaseDxe describing a parser issue in GetNameElement(), which is relevant to EDK II and likely actionable.",False,
gpt-5.4-mini,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.88,"This appears to be a genuine EDK II bug report about SetupBrowserDxe introduced by a specific pull request, so it is relevant and actionable for the project.",False,needs-triage
gpt-5.4-mini,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.98,"This is a genuine build failure report for ShellPkg with a specific compiler version and warning-as-error setting, which is a valid EDK II issue.",False,
gpt-5.4-mini,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.97,"This is a genuine platform/virtualization startup failure on RISC-V related to OVMF/EDK II, so it is a valid bug report for investigation.",False,needs-maintainer-feedback
gpt-5.4-mini,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.94,"This is a concrete EDK II bug report about a likely incorrect constant/value mismatch in MdePkg, which is directly relevant to firmware code and is not a usage question or unrelated issue.",False,needs-maintainer-feedback
gpt-5.4-mini,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.98,"This is a genuine build failure in EmulatorPkg on Unix due to a missing system header, which is directly relevant to EDK II build infrastructure and needs investigation.",False,needs-triage
gpt-5.4-mini,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.99,"This is a concrete EDK II build failure in RedfishPkg with a specific toolchain and error message, so it is a valid bug report.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.99,"This is a genuine EDK II build failure in RedfishPkg under CLANGPDB, reporting a specific undefined symbol error that is clearly actionable.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.99,"This is a build failure report for StandaloneMmPkg with a specific toolchain and architecture, which is a valid EDK II issue.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4-mini,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.98,"This is a legitimate BaseTools/build infrastructure issue and feature/update request affecting EDK II toolchain support, so it is valid.",False,needs-maintainer-feedback|needs-triage
