model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
claude-haiku-4-5,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.85,"This is a valid bug report describing a reproducible functional issue with keyboard input handling in UEFI shell under specific QEMU conditions, which relates to OvmfPkg firmware behavior.",False,needs-maintainer-feedback
claude-haiku-4-5,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.92,"This is a valid bug report about EDK II's coding style enforcement tool (Uncrustify) producing output that contradicts the project's documented Coding Standard, which relates to EDK II build infrastructure and code formatting tools.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.85,"This is a legitimate bug report describing a missing retry mechanism in a USB mass storage driver that should handle transient failures, which is a genuine firmware reliability issue.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.85,"This is a legitimate bug report for a parser issue in an EDK II package component (MdeModulePkg/HiiDatabaseDxe), which is a valid firmware module that requires investigation.",False,
claude-haiku-4-5,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.85,"This is a legitimate bug report identifying a code issue introduced by a specific pull request in MdeModulePkg's SetupBrowserDxe module, which is a valid EDK II firmware component.",False,needs-triage
claude-haiku-4-5,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.95,"This is a legitimate build failure report for ShellPkg with a newer GCC compiler version, which is a valid EDK II issue as it affects the build infrastructure and toolchain compatibility.",False,
claude-haiku-4-5,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.75,"This is a legitimate bug report describing a RISC-V guest boot failure in OVMF, which is an EDK II firmware package, though it lacks reproduction details and the single comment suggests insufficient information has been provided.",False,needs-maintainer-feedback
claude-haiku-4-5,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.92,This is a legitimate bug report about a constant value mismatch in MdePkg that requires investigation and potential correction.,False,needs-maintainer-feedback
claude-haiku-4-5,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.92,"This is a legitimate build failure in EmulatorPkg related to a missing header file (termio.h) on Unix systems, which is a valid EDK II build infrastructure issue.",False,needs-triage
claude-haiku-4-5,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.95,This is a legitimate build failure bug report for EDK II's RedfishPkg with a specific toolchain configuration (CLANGPDB IA32 NOOPT) and undefined symbol linker error that requires investigation.,False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.92,"This is a genuine build failure in RedfishPkg when using CLANGPDB toolchain, where a linker symbol (_fltused) is undefined, which is a legitimate bug report for EDK II build infrastructure.",False,needs-maintainer-feedback|needs-triage
claude-haiku-4-5,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.95,"This is a legitimate bug report describing a build failure when using CLANGDWARF toolchain with RELEASE configuration for AARCH64 StandaloneMmPkg, which is a real EDK II package and build infrastructure issue.",False,needs-maintainer-feedback|needs-owner|needs-triage
claude-haiku-4-5,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.85,"This is a valid bug report describing a legitimate issue with build infrastructure (NASM toolchain) that causes linker failures in IA32 CLANGDWARF builds, which requires updating a dependency in BaseTools.",False,needs-maintainer-feedback|needs-triage
