model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.4-mini,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.96,"This is a genuine bug report about UEFI shell keyboard behavior in QEMU -nographic mode, which is relevant to EDK II/OVMF and provides enough detail to investigate.",False,needs-maintainer-feedback
gpt-5.4-mini,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.98,"This is a legitimate EDK II coding-style/tooling bug report about Uncrustify formatting DEBUG macros contrary to the coding standard, so it is relevant and actionable.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4-mini,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.98,"This is a plausible EDK II driver bug report describing a missing retry mechanism in UsbMassStorageDxe, which is a legitimate firmware component issue and appears actionable.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.97,"This is a specific bug report against MdeModulePkg/HiiDatabaseDxe with a named function, which is directly relevant to EDK II and appears actionable rather than a general usage question.",False,
gpt-5.4-mini,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.84,"This appears to be a genuine EDK II bug report in MdeModulePkg/SetupBrowserDxe referencing a specific code change, so it is valid for investigation.",False,needs-triage
gpt-5.4-mini,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.98,"This is a legitimate build failure report affecting ShellPkg with a specific compiler version and warning-as-error setting, which is valid for the EDK II tracker.",False,
gpt-5.4-mini,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.95,"This appears to be a genuine platform/boot failure report for ovmfpkg on RISC-V under qemu-kvm, which is relevant to EDK II and warrants investigation.",False,needs-maintainer-feedback
gpt-5.4-mini,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.98,"This is a concrete EDK II bug report about a mismatched constant in MdePkg, which is relevant to firmware code and appears investigable.",False,needs-maintainer-feedback
gpt-5.4-mini,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.98,"This is a concrete build failure in EmulatorPkg caused by a missing system header on Unix hosts, which is a valid EDK II issue.",False,needs-triage
gpt-5.4-mini,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.99,"This is a concrete build failure in RedfishPkg with a specific toolchain/target configuration and an undefined symbol error, so it is a valid EDK II issue.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.98,"This is a concrete build failure in RedfishPkg under CLANGPDB with a specific linker error, so it is a valid EDK II issue.",False,needs-maintainer-feedback|needs-triage
gpt-5.4-mini,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.98,"This is a concrete build failure report for StandaloneMmPkg with a specific toolchain, build type, and architecture, which is a valid EDK II issue.",False,needs-maintainer-feedback|needs-owner|needs-triage
