model,issue_id,title,package,is_invalid,confidence,reason,true_invalid,state
gpt-5.4,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,False,0.98,"This is a plausible reproducible bug report affecting OvmfPkg/UEFI Shell behavior under QEMU -nographic, which is directly related to EDK II firmware functionality rather than a usage question or intended behavior.",False,needs-maintainer-feedback
gpt-5.4,12077,[Bug]: Uncrustify configuration formats DEBUG macros incorrectly (contradicts Coding Standard 5.2.2.4),other,False,0.98,"This is a legitimate EDK II coding style enforcement/tooling bug report about the Uncrustify configuration conflicting with the project's coding standard, which is within scope and actionable.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,12073,[Bug]: UsbMassStorageDxe: UsbMassReadBlocks lacks retry mechanism for transient USB failures,mdemodulepkg,False,0.97,"This is a plausible bug report in an EDK II driver about missing retry handling for transient USB read failures, which directly relates to UsbMassStorageDxe and is specific enough to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,False,0.88,"This appears to be a specific bug report against an EDK II component function in MdeModulePkg/HiiDatabaseDxe, and there is not enough indication that it is spam, a usage question, or works as designed.",False,
gpt-5.4,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,False,0.97,"This is a plausible bug report in an EDK II firmware component (SetupBrowserDxe in MdeModulePkg) tied to a specific introducing PR, which provides enough context to investigate and matches prior VALID issue patterns for this area.",False,needs-triage
gpt-5.4,12043,[Bug]: edk2:Shell won't build with GCC 16 with -Werror,shellpkg,False,0.98,"This is a plausible EDK II build failure affecting ShellPkg with a specific compiler/version and -Werror, which is a valid issue type for the tracker.",False,
gpt-5.4,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,False,0.94,"This is a plausible virtualization/firmware boot failure involving OvmfPkg on RISC-V under qemu-kvm, which is directly relevant to EDK II and resembles prior VALID hypervisor compatibility bugs.",False,needs-maintainer-feedback
gpt-5.4,11948,[Bug]: Mismatch in the value of LAST_ATTEMPT_STATUS_ERROR_UNSUCCESSFUL_VENDOR_RANGE_MAX,mdepkg,False,0.97,"This reports a concrete inconsistency in an EDK II package constant value within MdePkg, which is a legitimate bug with enough specificity to investigate.",False,needs-maintainer-feedback
gpt-5.4,11895,[Bug]: /EmulatorPkg/Unix/Host/Host.h:69:12: fatal error: termio.h: No such file or directory,emulatorpkg,False,0.99,"This is a concrete build failure in EmulatorPkg on Unix due to a missing header include, which is directly related to EDK II build/platform support and is therefore a valid issue.",False,needs-triage
gpt-5.4,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,False,0.99,"This is a concrete EDK II build failure in RedfishPkg with specific toolchain and target settings (CLANGPDB, IA32, NOOPT), which is directly within scope for investigation.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,False,0.98,"This is a concrete EDK II build failure involving RedfishPkg and the CLANGPDB/lld-link toolchain, which is directly in scope and has enough specificity to investigate.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11878,[Bug]: CLANGDWARF cannot build RELEASE AARCH64 StandaloneMmPkg,standalonemmpkg,False,0.99,"This is a concrete EDK II build failure involving the CLANGDWARF toolchain and RELEASE AARCH64 configuration for StandaloneMmPkg, which is directly in scope for the project tracker.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,False,0.98,"This is a legitimate EDK II build infrastructure issue/request involving BaseTools toolchain packaging, with a specific version update proposed to fix IA32 CLANGDWARF link problems.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,False,0.97,"This is a plausible regression bug report affecting Arm platform firmware menu input behavior in EDK II packages, and similar ARM build/runtime breakage issues have historically been treated as valid.",False,needs-triage
gpt-5.4,11800,[Bug]: non-x86 Option Rom never be reached if multiple Option Rom images are found on non-x86 platform.,mdemodulepkg,False,0.95,"This is a plausible firmware bug in MdeModulePkg affecting option ROM dispatch behavior on non-x86 platforms, and it is specific enough to investigate rather than being a usage question or intended behavior.",False,needs-triage
gpt-5.4,11797,[Bug]: Build error when STATIC Stack check is enabled on X86 Architectures on GCC Build,mdepkg,False,0.98,"This is a plausible EDK II build infrastructure bug involving GCC and x86 static stack checking, which is directly relevant and specific enough to investigate.",False,needs-maintainer-feedback|needs-owner|needs-triage
gpt-5.4,11793,[Bug]: BdsDxe build fails with CLANGPDB,mdemodulepkg,False,0.98,"This is a plausible EDK II build infrastructure/package bug report about BdsDxe failing to build with the CLANGPDB toolchain, which is directly relevant and investigateable.",False,needs-maintainer-feedback|needs-triage
gpt-5.4,11792,[Bug]: UefiPayloadPkg cannot be built with VS2022,uefipayloadpkg,False,0.98,"This is a concrete EDK II build failure involving UefiPayloadPkg and the VS2022 toolchain, which is directly within project scope and generally valid for investigation.",False,needs-maintainer-feedback|needs-owner|needs-triage
