model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-4.1,A,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,Vogtinator,low,"The bug concerns keyboard input in the UEFI shell under QEMU with OvmfPkg, and while no historical assignee exactly matches this scenario, Vogtinator has handled OvmfPkg RISC-V input issues, making them the closest fit among available options.",False,Damien-Chen,False
gpt-4.1,A,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"Bugs in MdeModulePkg/HiiDatabaseDxe and GetNameElement are historically assigned to YangGangUEFI, matching both the component and function precisely.",False,YangGangUEFI,True
gpt-4.1,A,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,SetupBrowserDxe bugs in MdeModulePkg are historically assigned to YangGangUEFI according to the documented patterns.,False,YangGangUEFI,True
gpt-4.1,A,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"The bug is about QEMU-KVM guest boot failure on RISC-V in OvmfPkg, which matches yechao-w's explicitly defined scope.",False,yechao-w,True
gpt-4.1,A,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a CLANGPDB build/link error specifically in RedfishPkg, which matches the historical pattern for mikebeaton exactly.",False,mikebeaton,True
gpt-4.1,A,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a CLANGPDB build/link error specifically in RedfishPkg, which matches the historical pattern for mikebeaton assignments.",False,mikebeaton,True
gpt-4.1,A,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"The bug is about updating the mu_nasm nuget release (a toolchain component) in BaseTools, and historical patterns assign NASM/toolchain/nuget update bugs in BaseTools to makubacki.",False,makubacki,True
gpt-4.1,A,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"This is a regression in Arm platform firmware menus referencing a specific commit, which matches the unique assignment pattern for mikebeaton.",False,mikebeaton,True
gpt-4.1,A,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"The bug is a CryptoPkg build error specifically with VS2022, which matches the historical assignment pattern for ardbiesheuvel.",False,ardbiesheuvel,True
gpt-4.1,A,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"This is an OS-runtime crash bug in the RISC-V timer library (BaseRiscV64CpuTimerLib), which matches the unique assignment pattern for zevorn.",False,zevorn,True
gpt-4.1,A,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,ECC Check and CI failure bugs in BaseTools are historically assigned to bexcran according to the assignment patterns.,False,bexcran,True
gpt-4.1,A,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"NingFengGit is specifically assigned to MRDIMM / MemoryDevice table additions in ShellPkg SMBIOS, which matches the bug's focus on adding MRDIMM support in the MemoryDeviceMemoryTechnologyTable.",False,NingFengGit,True
gpt-4.1,A,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"The bug concerns BSP/AP multiprocessor synchronisation in UefiCpuPkg, which matches philnoh2's unique assignment scope.",False,philnoh2,True
gpt-4.1,A,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,CLANG compiler build error bugs in CryptoPkg are historically assigned to mdkinney according to the assignment patterns.,False,mdkinney,True
gpt-4.1,A,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"This is a policy bug about UEFI runtime driver executability after EndOfDxe, which matches vit9696's documented scope for OvmfPkg/MdeModulePkg driver loading permissions and access control.",False,vit9696,True
gpt-4.1,A,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,yechao-w,high,"The bug concerns RISC-V support in OvmfPkg, and yechao-w is specifically assigned to QEMU-KVM guest-boot and related failures on RISC-V platforms.",False,Vogtinator,False
gpt-4.1,A,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"HunterChang030 is uniquely assigned to SecurityPkg / OpalPassword device list handling bugs, which matches the bug's description exactly.",False,HunterChang030,True
gpt-4.1,A,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,Assert or string-id bugs in MdeModulePkg (especially related to HII/UI forms) are historically assigned to EricGao2015.,False,EricGao2015,True
gpt-4.1,A,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,CodeQL / static-analysis bugs in NetworkPkg are assigned to BritChesley according to the historical assignment patterns.,False,BritChesley,True
gpt-4.1,A,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"SaloniKasbekar is specifically assigned hardcoded-value / define-constant bugs in NetworkPkg, which matches this bug exactly.",False,SaloniKasbekar,True
gpt-4.1,A,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"This is a variable store / FTW (Fault Tolerant Write) spare block recovery bug in MdeModulePkg, which matches wenbhou's historical assignment pattern exactly.",False,wenbhou,True
gpt-4.1,A,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"InstallProtocolInterface is a core DXE infrastructure function in MdeModulePkg, and per the historical assignment patterns, such bugs are specifically assigned to lgao4, not YangGangUEFI or EricGao2015.",False,lgao4,True
gpt-4.1,A,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,AshrafAliS,low,"The package is 'other' and the bug is a generic documentation/deepwiki entry request, which does not match any of the specialized assignees, but AshrafAliS has previously been assigned a generic/non-specific bug, making them the closest match.",False,lgao4,False
gpt-4.1,A,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"The bug concerns physical memory management (FreePages and page faults) in OVMF/MdePkg, which matches os-d's assignment for physical memory bugs and related page table issues.",False,os-d,True
gpt-4.1,A,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"This is a Device Manager form display bug in MdeModulePkg, which matches EricGao2015's historical assignment pattern for Device Manager forms and related UI issues.",False,EricGao2015,True
gpt-4.1,A,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"The bug concerns SEV and SEV-ES VM boot in OvmfPkg, and historical patterns specify that SEV/SEV-ES virtualization boot bugs in OvmfPkg (including those mentioning AmdSvsm) are assigned to jxu023.",False,jxu023,True
gpt-4.1,A,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"EricGao2015 is historically assigned to Setup Hotkey display and Device Manager form bugs in MdeModulePkg, which matches the 'Setup Hotkey Region' UI issue described.",False,EricGao2015,True
gpt-4.1,A,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,medium,"The bug concerns OvmfPkg build failure due to insufficient FV (Firmware Volume) size, which is a physical memory/resource allocation issue and matches os-d's domain for OvmfPkg physical memory and build resource problems.",False,r1chard-lyu,False
gpt-4.1,A,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"This is a MdePkg LNK2001 unresolved symbol linker error (specifically __security_pop_cookie), which per the historical assignment patterns is always assigned to os-d, not ardbiesheuvel or others.",False,os-d,True
gpt-4.1,A,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,Bugs involving IntelFsp2Pkg and FSP-T TemporaryRamSize configuration are uniquely assigned to praravin according to the historical assignment patterns.,False,praravin,True
gpt-4.1,A,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"The bug concerns DXE core memory protection and inconsistency between GCD data structures and CPU page tables, which matches os-d's historical assignment for physical memory, GCD, and memory-protection feature bugs in MdeModulePkg.",False,os-d,True
gpt-4.1,A,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,Bugs about ARMV9 or processor support additions in ShellPkg SmbioView are uniquely assigned to praveensankarn per the historical pattern.,False,praveensankarn,True
gpt-4.1,A,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,"This is a CryptoPkg bug specifically about updating OpenSSL for a CVE, which matches liyi77's historical assignment for OpenSSL version update and CVE patch bugs in CryptoPkg.",False,liyi77,True
gpt-4.1,A,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"This bug involves both NetworkPkg and QEMU_EFI (OvmfPkg), which matches the historical pattern that such combined driver-loading bugs are assigned to AndreasBBS.",False,AndreasBBS,True
gpt-4.1,A,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,"This is a CLANGPDB linker warning in a non-RedfishPkg context (build-or-ci-code), which matches the historical assignment pattern for deeglaze.",False,deeglaze,True
gpt-4.1,A,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,NingFengGit,medium,"The bug is in ShellPkg and, while the specific bug type (DXE_ASSERT on drvcfg) is not directly covered in the historical assignments, NingFengGit is the only assignee with ShellPkg SMBIOS experience, making them the closest match for ShellPkg issues.",False,zhurui22,False
gpt-4.1,A,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,makubacki,high,"The bug concerns BaseTools (FMMT is a BaseTools utility), and makubacki is the historical assignee for BaseTools toolchain and related update bugs.",False,AshrafAliS,False
