model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
claude-haiku-4-5,B,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,mikebeaton,medium,"OvmfPkg keyboard input regression in QEMU nographic mode matches mikebeaton's pattern of Arm/UEFI firmware-level input handling bugs, though this is a general QEMU issue rather than a specific commit regression.",False,Damien-Chen,False
claude-haiku-4-5,B,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,MdeModulePkg/HiiDatabaseDxe with GetNameElement() parser bug matches YangGangUEFI's historical assignment pattern for HiiDatabaseDxe and GetNameElement bugs.,False,YangGangUEFI,True
claude-haiku-4-5,B,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"The bug is in SetupBrowserDxe (a core HII/Setup Browser component in MdeModulePkg) and references a specific code regression from a PR, matching YangGangUEFI's established assignment pattern for SetupBrowserDxe bugs.",False,YangGangUEFI,True
claude-haiku-4-5,B,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,QEMU-KVM guest boot failure on RISC-V matches yechao-w's historical assignment pattern for RISC-V QEMU boot bugs in OvmfPkg.,False,yechao-w,True
claude-haiku-4-5,B,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,CLANGPDB linker error (_memcpy undefined symbol) in RedfishPkg matches mikebeaton's established pattern of handling CLANGPDB build/link failures specifically in RedfishPkg.,False,mikebeaton,True
claude-haiku-4-5,B,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,RedfishPkg CLANGPDB linker error (_fltused undefined symbol) matches the established pattern of mikebeaton's CLANGPDB build/link error assignments in RedfishPkg.,False,mikebeaton,True
claude-haiku-4-5,B,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"This is a BaseTools NASM/nuget toolchain update bug (mu_nasm version bump to resolve IA32 CLANGDWARF linker issues), which directly matches makubacki's historical assignment pattern for 'NASM / toolchain / nuget update bugs in BaseTools'.",False,makubacki,True
claude-haiku-4-5,B,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"Bug is a regression in Arm platform firmware menu key response (Enter key) caused by a specific commit (901c4e3), matching the exact pattern of mikebeaton's assigned firmware-level regression bugs in Arm platforms.",False,mikebeaton,True
claude-haiku-4-5,B,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,CryptoPkg build error with VS2022 compiler matches ardbiesheuvel's documented assignment pattern for VS2022 build error bugs in CryptoPkg.,False,ardbiesheuvel,True
claude-haiku-4-5,B,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"This is a RISC-V OS-runtime crash bug in BaseRiscV64CpuTimerLib, which matches zevorn's assigned domain of OS-runtime crash bugs in RISC-V timer libraries.",False,zevorn,True
claude-haiku-4-5,B,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,"The bug is about ECC Check failing in BaseTools CI, which directly matches bexcran's historical assignment pattern for ECC Check / CI failure bugs in BaseTools.",False,bexcran,True
claude-haiku-4-5,B,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"This is a ShellPkg SMBIOS MemoryDevice table addition bug (MRDIMM support for SMBIOS v3.8), which matches the exact historical pattern for NingFengGit's assignments.",False,NingFengGit,True
claude-haiku-4-5,B,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"Bug involves BSP/AP multiprocessor synchronisation and AP reset vector buffer management, which is philnoh2's assigned domain in UefiCpuPkg.",False,philnoh2,True
claude-haiku-4-5,B,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,CryptoPkg build error with CLANG compiler matches mdkinney's historical assignment pattern for CLANG compiler build errors in CryptoPkg.,False,mdkinney,True
claude-haiku-4-5,B,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"This is a runtime driver access control / EndOfDxe policy bug in OvmfPkg, which is vit9696's domain (not os-d, who handles physical memory management).",False,vit9696,True
claude-haiku-4-5,B,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,yechao-w,high,"TCG2/TPM2 support failure on RISC-V is a RISC-V platform boot/functionality issue in OvmfPkg, matching yechao-w's assignment pattern for RISC-V QEMU guest boot failures.",False,Vogtinator,False
claude-haiku-4-5,B,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,SecurityPkg OpalPassword DeviceList handling bug matches the unique pattern explicitly listed for HunterChang030's assigned bug type.,False,HunterChang030,True
claude-haiku-4-5,B,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,"Assert/string-id bugs in MdeModulePkg HII forms are historically assigned to EricGao2015, and this bug is about default string ID assertion in Setup Browser context.",False,EricGao2015,True
claude-haiku-4-5,B,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,CodeQL static-analysis error in NetworkPkg (NetBuffer.c) matches BritChesley's historical assignment pattern for CodeQL/static-analysis bugs in NetworkPkg.,False,BritChesley,True
claude-haiku-4-5,B,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,NetworkPkg bug about replacing hardcoded values with #define constants matches SaloniKasbekar's historical assignment pattern for hardcoded-value / define-constant bugs in NetworkPkg.,False,SaloniKasbekar,True
claude-haiku-4-5,B,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"Bug involves Fault Tolerant Write (FTW) spare block recovery and variable store corruption, which matches wenbhou's historical assignment pattern for variable store / FTW spare block recovery bugs.",False,wenbhou,True
claude-haiku-4-5,B,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"InstallProtocolInterface() is a core DXE infrastructure function for protocol/handle management, which is explicitly assigned to lgao4 per the historical pattern — not to YangGangUEFI or other HII-specific assignees.",False,lgao4,True
claude-haiku-4-5,B,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,bexcran,low,"The bug title mentions 'Add Ask deepwiki entry' which appears to be a documentation/wiki infrastructure task; this is closest to BaseTools/CI administrative work, but the vague package label 'other' and lack of technical content make this a low-confidence assignment.",False,lgao4,False
claude-haiku-4-5,B,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"This is a PHYSICAL memory bug involving FreePages() page table inconsistency and memory-protection feature behavior in OvmfPkg, which matches os-d's assigned domain of physical memory management and GCD/page table issues.",False,os-d,True
claude-haiku-4-5,B,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"Bug involves Device Manager form and Driver Health form display issues, which matches EricGao2015's historical assignment to Device Manager forms and UI-related MdeModulePkg bugs.",False,EricGao2015,True
claude-haiku-4-5,B,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"Bug explicitly mentions SEV and SEV-ES VM boot failure with AmdSvsmIsSvsmPresent() in OvmfPkg, matching jxu023's assigned domain of AMD SEV/SEV-ES virtualisation boot bugs.",False,jxu023,True
claude-haiku-4-5,B,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"Bug explicitly mentions 'Setup Hotkey Region' display issue, which matches EricGao2015's historical assignment pattern of Setup Hotkey display bugs in MdeModulePkg.",False,EricGao2015,True
claude-haiku-4-5,B,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,medium,OvmfPkg firmware image (FV) size build failure is a physical memory/firmware layout issue within os-d's domain of PHYSICAL memory and resource allocation bugs in OvmfPkg.,False,r1chard-lyu,False
claude-haiku-4-5,B,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"MdePkg LNK2001 unresolved symbol error (__security_pop_cookie) is a linker/physical memory toolchain issue that matches os-d's domain, not ardbiesheuvel (who handles CryptoPkg VS2022 only).",False,os-d,True
claude-haiku-4-5,B,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"Bug explicitly mentions FSP-T TemporaryRamSize configuration from IntelFsp2Pkg Spec 2.5, which is praravin's assigned domain per historical pattern.",False,praravin,True
claude-haiku-4-5,B,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,Bug involves DXE core memory protection feature causing GCD (Global Coherency Domain) data structure inconsistency with CPU page tables — a core physical memory management issue directly matching os-d's assignment scope.,False,os-d,True
