model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-5.5,A,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,Damien-Chen,low,"The bug is an OvmfPkg/QEMU -nographic console keyboard handling issue, which does not match the documented memory, RISC-V, SEV, NetworkPkg, or Arm menu regression patterns, making Damien-Chen the best remaining OvmfPkg-console fit.",False,Damien-Chen,True
gpt-5.5,A,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"The bug is in MdeModulePkg HiiDatabaseDxe specifically involving GetNameElement(), which matches the historical YangGangUEFI assignment pattern exactly.",False,YangGangUEFI,True
gpt-5.5,A,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"The bug is in MdeModulePkg SetupBrowserDxe, which directly matches the historical pattern assigning SetupBrowserDxe bugs to YangGangUEFI.",False,YangGangUEFI,True
gpt-5.5,A,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"The bug is in OvmfPkg and specifically concerns a qemu-kvm guest boot/start failure on RISC-V, which directly matches the historical yechao-w assignment pattern.",False,yechao-w,True
gpt-5.5,A,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"The bug is a RedfishPkg CLANGPDB build/link failure, which matches the specific historical pattern assigned to mikebeaton.",False,mikebeaton,True
gpt-5.5,A,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"The bug is a RedfishPkg CLANGPDB build/link failure, which matches the historical pattern assigning RedfishPkg CLANGPDB linker errors to mikebeaton.",False,mikebeaton,True
gpt-5.5,A,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"The bug is in BaseTools and specifically concerns updating the mu_nasm NuGet/toolchain release to fix link issues, matching the BaseTools NASM/toolchain/NuGet update pattern assigned to makubacki.",False,makubacki,True
gpt-5.5,A,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"This is a specific commit-regression affecting Enter key response in Arm platform firmware menus, which matches the explicit mikebeaton pattern rather than general MdeModulePkg UI/HII ownership.",False,mikebeaton,True
gpt-5.5,A,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"The bug is specifically a CryptoPkg build failure with VS2022, which matches the historical CryptoPkg VS2022 build-error pattern assigned to ardbiesheuvel.",False,ardbiesheuvel,True
gpt-5.5,A,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"The bug is in OvmfPkg and specifically concerns an OS-runtime crash in the RISC-V BaseRiscV64CpuTimerLib, which directly matches the historical zevorn assignment pattern.",False,zevorn,True
gpt-5.5,A,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,"The bug is in BaseTools and specifically concerns ECC Check failures in edk2 CI, which matches the historical BaseTools/ECC Check CI failure pattern assigned to bexcran.",False,bexcran,True
gpt-5.5,A,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"The bug is in ShellPkg SMBIOS/SmbioView and specifically requests MRDIMM support in a MemoryDevice table, which matches the historical NingFengGit pattern.",False,NingFengGit,True
gpt-5.5,A,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"The bug is in UefiCpuPkg and concerns BSP/AP wake-up synchronization around the AP reset vector buffer, matching philnoh2's historical BSP/AP multiprocessor synchronization scope.",False,philnoh2,True
gpt-5.5,A,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,"The bug is in CryptoPkg and specifically reports a CLANG compiler build error, which matches the historical CryptoPkg CLANG build-error pattern assigned to mdkinney.",False,mdkinney,True
gpt-5.5,A,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"This matches the OvmfPkg policy/access-control pattern for runtime drivers loaded after EndOfDxe not being executable by the OS, which is specifically assigned to vit9696 rather than os-d.",False,vit9696,True
gpt-5.5,A,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,Vogtinator,low,"The bug is an OvmfPkg RISC-V TCG2/TPM2 support issue, which does not match the more specific known OvmfPkg RISC-V boot, timer, SEV, memory, or policy patterns, making Vogtinator the best remaining fit.",False,Vogtinator,True
gpt-5.5,A,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"The bug is in SecurityPkg OpalPassword and specifically concerns DeviceList handling, which directly matches the historical pattern for HunterChang030.",False,HunterChang030,True
gpt-5.5,A,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,high,"The bug is in MdeModulePkg and specifically concerns an assert/default string-id issue, which matches the historical EricGao2015 pattern for assert/string-id bugs.",False,EricGao2015,True
gpt-5.5,A,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,"The bug is in NetworkPkg and specifically reports a CodeQL/static-analysis error, which matches the historical NetworkPkg CodeQL assignment pattern for BritChesley.",False,BritChesley,True
gpt-5.5,A,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"The bug is in NetworkPkg and specifically concerns replacing a hardcoded value with an existing #define constant, which matches SaloniKasbekar's historical assignment pattern.",False,SaloniKasbekar,True
gpt-5.5,A,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"The bug is in MdeModulePkg and specifically concerns variable store recovery from an FTW spare block, which matches the historical wenbhou assignment pattern.",False,wenbhou,True
gpt-5.5,A,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"This is a MdeModulePkg core DXE protocol/handle management issue specifically involving InstallProtocolInterface(), which matches lgao4's historical assignment pattern.",False,lgao4,True
gpt-5.5,A,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,mdkinney,low,"The bug is labeled package:other and appears to be a repository/documentation-style request rather than matching any specific package or sub-component pattern, so a general maintainer is the weakest-fit choice.",False,lgao4,False
gpt-5.5,A,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"The bug concerns OVMF/MdePkg physical memory handling around FreePages() and page writability, which matches os-d's historical scope for physical memory and memory-protection issues.",False,os-d,True
gpt-5.5,A,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"The bug is in MdeModulePkg and specifically concerns a Device Manager form display issue, which historically maps to EricGao2015.",False,EricGao2015,True
gpt-5.5,A,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"The bug is in OvmfPkg and specifically concerns AMD SEV/SEV-ES VM boot with AmdSvsm, which matches the historical pattern for jxu023.",False,jxu023,True
gpt-5.5,A,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"The bug is in MdeModulePkg and specifically concerns the Setup Hotkey display region, which matches the historical Setup Hotkey/UI form issues assigned to EricGao2015.",False,EricGao2015,True
gpt-5.5,A,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,r1chard-lyu,medium,"The bug is an OvmfPkg-specific build/FV-size failure and does not match the more specific OvmfPkg patterns for RISC-V, SEV, memory protection, EndOfDxe policy, Arm menu regressions, or NetworkPkg interaction.",False,r1chard-lyu,True
gpt-5.5,A,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"The bug is a MdePkg LNK2001 unresolved symbol error for __security_pop_cookie, which the historical patterns explicitly map to os-d.",False,os-d,True
gpt-5.5,A,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"The bug is in IntelFsp2Pkg and specifically concerns FSP-T TemporaryRamSize configuration, which directly matches the historical praravin assignment pattern.",False,praravin,True
gpt-5.5,A,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"The bug is a DXE core memory-protection/page-table versus GCD data-structure inconsistency, which matches os-d's historical physical memory and page table/GCD memory-protection bug domain.",False,os-d,True
gpt-5.5,A,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,"The bug is in ShellPkg SmbioView and specifically requests ARMV9 processor Type 4 support, which matches the historical praveensankarn assignment pattern.",False,praveensankarn,True
gpt-5.5,A,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,"The bug is in CryptoPkg and specifically requests an OpenSSL version update for a CVE, matching the historical CryptoPkg OpenSSL/CVE pattern assigned to liyi77.",False,liyi77,True
gpt-5.5,A,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"The bug involves both QEMU_EFI/OvmfPkg and NetworkPkg with network protocol driver loading issues, matching the historical QEMU_EFI + NetworkPkg combined driver-loading pattern.",False,AndreasBBS,True
gpt-5.5,A,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,"This is a CLANGPDB linker warning outside RedfishPkg, specifically the '/align without /driver' general build-toolchain warning pattern assigned to deeglaze.",False,deeglaze,True
gpt-5.5,A,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,zhurui22,medium,"The bug is in ShellPkg and specifically concerns the UEFI Shell drvcfg command, which does not match the ShellPkg SMBIOS/SmbioView patterns for praveensankarn or NingFengGit, making zhurui22 the most likely ShellPkg shell-command assignee.",False,zhurui22,True
gpt-5.5,A,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,AshrafAliS,medium,"The bug is in BaseTools FMMT, which is distinct from the known BaseTools CI/ECC bugs assigned to bexcran and NASM/toolchain update bugs assigned to makubacki, making AshrafAliS the best match among the available assignees.",False,AshrafAliS,True
