model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
claude-sonnet-4-6,A,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,zhurui22,low,"This is an OvmfPkg/UEFI Shell keyboard input bug in QEMU -nographic mode; zhurui22 was assigned a related UEFI Shell DXE_ASSERT bug, making them the closest match among available assignees, though no historical pattern directly covers this specific issue.",False,Damien-Chen,False
claude-sonnet-4-6,A,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"The bug is in MdeModulePkg/HiiDatabaseDxe specifically in the GetNameElement() function, which directly matches the historical pattern where YangGangUEFI has been assigned HiiDatabaseDxe and GetNameElement bugs.",False,YangGangUEFI,True
claude-sonnet-4-6,A,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"This bug is in SetupBrowserDxe within MdeModulePkg, which matches the historical pattern where YangGangUEFI is assigned SetupBrowserDxe bugs.",False,YangGangUEFI,True
claude-sonnet-4-6,A,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"This is a QEMU-KVM guest boot failure on RISC-V in OvmfPkg, which precisely matches yechao-w's historical assignment pattern for RISC-V QEMU boot failures.",False,yechao-w,True
claude-sonnet-4-6,A,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a CLANGPDB build/link error in RedfishPkg, which exactly matches the historical pattern where mikebeaton handles CLANGPDB build errors specifically in RedfishPkg (directly analogous to the '_fltused' CLANGPDB bug also assigned to mikebeaton).",False,mikebeaton,True
claude-sonnet-4-6,A,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a CLANGPDB build/link error in RedfishPkg, which directly matches the historical pattern of mikebeaton handling CLANGPDB build errors specifically in RedfishPkg (as seen with the analogous '_memcpy' undefined symbol bug).",False,mikebeaton,True
claude-sonnet-4-6,A,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"This is a BaseTools bug about updating the NASM/nuget toolchain release, which matches the historical pattern of makubacki being assigned NASM/toolchain/nuget update bugs in BaseTools.",False,makubacki,True
claude-sonnet-4-6,A,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"This bug references a specific commit hash (901c4e3) that broke Enter key response in Arm platform firmware menus, which matches exactly the historical pattern for mikebeaton: regression bugs referencing a commit hash in Arm platform firmware menus.",False,mikebeaton,True
claude-sonnet-4-6,A,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"CryptoPkg build failure with VS2022 matches exactly the historical pattern for ardbiesheuvel, who handles VS2022 build error bugs in CryptoPkg.",False,ardbiesheuvel,True
claude-sonnet-4-6,A,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"This bug is specifically about BaseRiscV64CpuTimerLib crashing at OS-runtime, which matches exactly the historical pattern where zevorn has been assigned OS-runtime crash bugs in RISC-V timer libs (BaseRiscV64CpuTimerLib).",False,zevorn,True
