model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-5.5,B,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,r1chard-lyu,low,"The bug is an OvmfPkg QEMU -nographic console/keyboard handling issue, which does not match the more specific OVMF memory, RISC-V, SEV, NetworkPkg, or Arm menu regression patterns.",False,Damien-Chen,False
gpt-5.5,B,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"The bug is in MdeModulePkg HiiDatabaseDxe specifically involving GetNameElement(), which matches YangGangUEFI’s historical HII/HiiDatabase/GetNameElement assignments.",False,YangGangUEFI,True
gpt-5.5,B,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"The bug is in MdeModulePkg specifically SetupBrowserDxe, which historical patterns assign to YangGangUEFI.",False,YangGangUEFI,True
gpt-5.5,B,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"The bug is in OvmfPkg and specifically concerns a qemu-kvm guest start/boot failure on RISC-V, which matches the historical yechao-w assignment pattern.",False,yechao-w,True
gpt-5.5,B,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"The bug is a RedfishPkg CLANGPDB build/link failure, which matches the historical RedfishPkg-specific CLANGPDB assignment pattern for mikebeaton.",False,mikebeaton,True
gpt-5.5,B,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"The bug is a CLANGPDB build/link failure specifically in RedfishPkg, which matches the historical mikebeaton assignment pattern.",False,mikebeaton,True
gpt-5.5,B,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,"The bug is in BaseTools and specifically concerns updating the mu_nasm NuGet/toolchain dependency to fix link issues, matching makubacki's NASM/toolchain/NuGet update pattern.",False,makubacki,True
gpt-5.5,B,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"The bug is an Arm platform firmware menu key-response regression referencing a specific commit hash, which matches mikebeaton rather than general MdeModulePkg HII/UI assignees.",False,mikebeaton,True
gpt-5.5,B,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"The bug is in CryptoPkg and specifically concerns a VS2022 build failure, which matches the historical CryptoPkg VS2022 build-error assignment pattern for ardbiesheuvel.",False,ardbiesheuvel,True
gpt-5.5,B,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"The bug is in OvmfPkg and specifically concerns an OS-runtime crash in the RISC-V BaseRiscV64CpuTimerLib, which matches zevorn's historical assignment pattern.",False,zevorn,True
