model,system,issue_id,title,package,type,priority,comments,state,predicted_assignee,confidence,reason,corrected,true_assignee,correct
gpt-5.4-mini,B,12141,[Bug]: KeyBoard Backspace is not work in UEFI shell when launch QEMU with -nographic mode,ovmfpkg,bug,low,0,needs-maintainer-feedback,zhurui22,medium,"This is an OvmfPkg UEFI Shell input/key handling issue, and the closest historical match in the provided patterns is the ShellPkg keyboard-related DXE_ASSERT/input bug assigned to zhurui22.",False,Damien-Chen,False
gpt-5.4-mini,B,12067,[Bug]: MdeModulePkg/HiiDatabaseDxe: Parser issue in GetNameElement(),emulatorpkg|mdemodulepkg,bug,medium,1,nan,YangGangUEFI,high,"This is a MdeModulePkg HiiDatabaseDxe parser issue in GetNameElement(), which exactly matches the historical HiiDatabase/GetNameElement assignment pattern for YangGangUEFI.",False,YangGangUEFI,True
gpt-5.4-mini,B,12065,[Bug]: Code issue in SetupBrowserDxe introduce from  https://github.com/tianocore/edk2/pull/11686,mdemodulepkg,bug,low,1,needs-triage,YangGangUEFI,high,"This is a MdeModulePkg SetupBrowserDxe bug, which matches the historical SetupBrowserDxe assignment pattern for YangGangUEFI.",False,YangGangUEFI,True
gpt-5.4-mini,B,11965,[Bug]: qemu-kvm GUEST start failed on RISC-V,ovmfpkg,bug,medium,1,needs-maintainer-feedback,yechao-w,high,"This is an OvmfPkg RISC-V QEMU-KVM guest boot/start failure, which matches the historical RISC-V guest-boot bugs assigned to yechao-w.",False,yechao-w,True
gpt-5.4-mini,B,11882,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _memcpy' in CLANGPDB (IA32 NOOPT),redfishpkg,bug,medium,9,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a RedfishPkg CLANGPDB build/link error, and the historical pattern explicitly assigns CLANGPDB issues in RedfishPkg to mikebeaton.",False,mikebeaton,True
gpt-5.4-mini,B,11881,[Bug]: RedfishPkg fails to build with 'lld-link: error: undefined symbol: _fltused' in CLANGPDB (DEBUG RELEASE),redfishpkg,bug,medium,1,needs-maintainer-feedback|needs-triage,mikebeaton,high,"This is a RedfishPkg build failure in CLANGPDB, which matches the historical RedfishPkg CLANGPDB linker bug pattern assigned to mikebeaton.",False,mikebeaton,True
gpt-5.4-mini,B,11842,[Bug]: Update mu_nasm nuget release to 2.16.01 to resolve IA32 CLANGDWARF link issues,basetools,bug,high,3,needs-maintainer-feedback|needs-triage,makubacki,high,This is a BaseTools nuget/toolchain update bug (mu_nasm release) and the hints explicitly assign NASM/toolchain/nuget update bugs in BaseTools to makubacki.,False,makubacki,True
gpt-5.4-mini,B,11814,[Bug]: 901c4e3 breaks response to Enter key in Arm platform firmware menus,armvirtpkg|mdemodulepkg,bug,high,1,needs-triage,mikebeaton,high,"This is an Arm platform firmware menu regression caused by a specific commit breaking Enter key response, which matches mikebeaton’s assigned scope for Arm firmware menu key-response regressions.",False,mikebeaton,True
gpt-5.4-mini,B,11790,[Bug]: CryptoPkg cannot be built with VS2022,cryptopkg,bug,medium,2,needs-maintainer-feedback,ardbiesheuvel,high,"This is a CryptoPkg build error with VS2022, which matches the explicit CryptoPkg + VS2022 assignment pattern for ardbiesheuvel.",False,ardbiesheuvel,True
gpt-5.4-mini,B,11747,"[Bug]: BaseRiscV64CpuTimerLib is not safe for OS-runtime, crashes RealTimeClockRuntimeDxe in gRT->GetTime",ovmfpkg,bug,high,12,nan,zevorn,high,"This is an OvmfPkg RISC-V runtime crash in BaseRiscV64CpuTimerLib, which matches the specific historical assignment for OS-runtime crash bugs in RISC-V timer libraries.",False,zevorn,True
gpt-5.4-mini,B,11491,[Bug]: ECC Check Silently Fails in edk2 CI for Windows and Linux,basetools,bug,low,3,nan,bexcran,high,"This is a BaseTools CI/ECC Check failure, which matches bexcran’s assigned area for ECC Check / CI failure bugs in BaseTools.",False,bexcran,True
gpt-5.4-mini,B,11449,[Bug]: ShellPkg: add MRDIMM support in MemoryDeviceMemoryTechnologyTable to satisfy smbios v3.8,shellpkg,bug,medium,1,needs-maintainer-feedback,NingFengGit,high,"This is a ShellPkg SMBIOS enhancement adding MRDIMM support to MemoryDeviceMemoryTechnologyTable, which matches the historical ShellPkg SMBIOS MRDIMM/MemoryDevice table assignment.",False,NingFengGit,True
gpt-5.4-mini,B,11394,[Bug]: BSP could free AP reset vector buffer even though AP wake up is in process,ueficpupkg,bug,medium,2,needs-maintainer-feedback,philnoh2,high,"This is a UefiCpuPkg multiprocessor synchronization bug involving BSP/AP wakeup handling, which matches philnoh2’s assigned BSP/AP synchronization issues exactly.",False,philnoh2,True
gpt-5.4-mini,B,11391,[Bug]: Encountering a build error with the CLANG compiler.,cryptopkg,bug,high,3,needs-maintainer-feedback,mdkinney,high,"This is a CryptoPkg build error with the CLANG compiler, which matches the historical CryptoPkg + CLANG build-error assignment to mdkinney.",False,mdkinney,True
gpt-5.4-mini,B,11374,[Bug]: UEFI runtime drivers loaded after EndOfDxe are not executable by OS,mdemodulepkg|ovmfpkg,bug,medium,5,needs-maintainer-feedback,vit9696,high,"This is an OvmfPkg policy bug about runtime drivers loaded after EndOfDxe not being executable, which matches vit9696’s assigned domain exactly.",False,vit9696,True
gpt-5.4-mini,B,11360,[Bug]: TCG2/TPM2 support on RISC-V does not work,ovmfpkg,bug,medium,11,needs-maintainer-feedback,jxu023,medium,"This is an OvmfPkg firmware virtualization support issue on RISC-V, and the closest historical OvmfPkg RISC-V assignment pattern in the hints is jxu023 for platform-specific boot/virtualization bugs.",False,Vogtinator,False
gpt-5.4-mini,B,11336,[Bug]: Potential infinite loop and incorrect DeviceList handling in OpalPassword,securitypkg,bug,medium,1,needs-maintainer-feedback,HunterChang030,high,"This is a SecurityPkg OpalPassword device list handling bug, which exactly matches HunterChang030’s unique assignment pattern.",False,HunterChang030,True
gpt-5.4-mini,B,11256,[Bug]: Assert if default string id is 0.,mdemodulepkg,bug,low,4,nan,EricGao2015,medium,"This is a MdeModulePkg HII/UI string-ID assertion bug, matching EricGao2015’s historical assignment for assert/string-id issues in MdeModulePkg.",False,EricGao2015,True
gpt-5.4-mini,B,11190,[Bug]: CodeQl error reported in NetBuffer.c,networkpkg,bug,low,1,needs-triage,BritChesley,high,"This is a NetworkPkg CodeQL/static-analysis issue, which matches BritChesley’s assigned NetworkPkg CodeQL bugs.",False,BritChesley,True
gpt-5.4-mini,B,11140,[Bug]: Replace hardcoded value with existing #define constant,networkpkg,bug,low,1,needs-triage,SaloniKasbekar,high,"This is a NetworkPkg bug specifically about replacing a hardcoded value with an existing #define constant, which matches the NetworkPkg hardcoded-value/define-constant pattern assigned to SaloniKasbekar.",False,SaloniKasbekar,True
gpt-5.4-mini,B,11118,[Bug]: Var Store Fails to Recover from FTW Spare Block After Corruption,mdemodulepkg,bug,high,0,nan,wenbhou,high,"This is a MdeModulePkg variable store / FTW spare block recovery bug, which matches wenbhou’s assigned scope exactly.",False,wenbhou,True
gpt-5.4-mini,B,11113,[Bug]: InstallProtocolInterface() does not update the key of an existing handle,mdemodulepkg,bug,low,2,needs-maintainer-feedback,lgao4,high,"This is a core MdeModulePkg DXE infrastructure issue involving InstallProtocolInterface and existing handle management, which matches lgao4's assigned scope.",False,lgao4,True
gpt-5.4-mini,B,11088,[Bug]: <title>Add Ask deepwiki entry,other,bug,low,1,nan,AshrafAliS,low,"This looks like a general documentation/content request for an 'Ask deepwiki' entry in package:other, and AshrafAliS is the closest available fit among the remaining assignees.",False,lgao4,False
gpt-5.4-mini,B,11074,[Bug]: default OVMF build overwrites memory on FreePages() causing page fault if pages are not writable,mdepkg,bug,low,14,needs-maintainer-feedback|needs-triage,os-d,high,"This is a MdePkg physical memory management bug involving FreePages() overwriting memory and page-table/protection behavior, which matches os-d’s assigned OVMF/MdePkg physical memory issues.",False,os-d,True
gpt-5.4-mini,B,10925,[Bug]: Raid card option rom is not displayed in Device Manager form after repairing in Driver Health form.,mdemodulepkg,bug,low,7,needs-triage,EricGao2015,high,"This is an MdeModulePkg HII/UI forms issue involving Device Manager and Driver Health forms, which matches EricGao2015’s assigned bugs for Device Manager form handling.",False,EricGao2015,True
gpt-5.4-mini,B,10892,[Bug]: SEV and SEV-ES VM boot is broken due to faulty check in AmdSvsmIsSvsmPresent(),ovmfpkg,bug,high,5,needs-maintainer-feedback|needs-triage,jxu023,high,"This is an OvmfPkg AMD SEV/SEV-ES VM boot issue, and the hints explicitly assign SEV/SEV-ES and AmdSvsm-related bugs to jxu023.",False,jxu023,True
gpt-5.4-mini,B,10866,[Bug]: An unexpected black box appears at Setup Hotkey Region.,mdemodulepkg,bug,low,1,needs-triage,EricGao2015,high,"This is a MdeModulePkg Setup Browser/UI form issue, and historical Setup Hotkey display bugs in this area are assigned to EricGao2015.",False,EricGao2015,True
gpt-5.4-mini,B,10839,[Bug]: [OvmfPkg] Build fails due to insufficient FV size in edk2-stable202502,ovmfpkg,bug,medium,4,needs-maintainer-feedback,os-d,medium,"This is an OvmfPkg build failure caused by FV size/resource constraints, which best fits the OvmfPkg memory/layout infrastructure issues typically handled by os-d.",False,r1chard-lyu,False
gpt-5.4-mini,B,10802,[Bug]: <title>error LNK2001: unresolved external symbol __security_pop_cookie Compile for AARCH64  in SafeString.obj,mdepkg,bug,medium,0,needs-triage,os-d,high,"This is an MdePkg linker error with unresolved __security_pop_cookie, which matches the known MdePkg LNK2001 unresolved symbol pattern assigned to os-d.",False,os-d,True
gpt-5.4-mini,B,10773,[Bug]: Configuring TemporaryRamSize using FSP-T arch UPD (added as part of Spec 2.5) is not working as expected.,intelfsp2pkg,bug,medium,0,needs-triage,praravin,high,"This is an IntelFsp2Pkg bug specifically about configuring TemporaryRamSize for FSP-T UPD, which matches praravin’s assigned FSP-T TemporaryRamSize configuration issues.",False,praravin,True
gpt-5.4-mini,B,10771,[Bug]: DXE core memory protection feature might cause inconsistency between GCD internal data structure with CPU page table,mdemodulepkg,bug,high,23,needs-triage,os-d,high,"This is an MdeModulePkg DXE core memory protection/GCD/page table inconsistency bug, which matches os-d’s assigned physical memory and memory-protection feature issues.",False,os-d,True
gpt-5.4-mini,B,10723,[Bug]: ShellPkg: ARMV9 support should be added to SmbioView command based on Type 4 processor information.,shellpkg,bug,medium,4,needs-maintainer-feedback,praveensankarn,high,"This is ShellPkg SmbioView ARMV9 processor support, which matches the historical assignment pattern for praveensankarn exactly.",False,praveensankarn,True
gpt-5.4-mini,B,10664,[Bug]: Should update openssl to 3.4.1 for CVE-2024-13176,cryptopkg,bug,low,0,nan,liyi77,high,"This is a CryptoPkg bug specifically about updating OpenSSL for a CVE patch, which matches liyi77’s assigned CryptoPkg OpenSSL version update / CVE patch issues.",False,liyi77,True
gpt-5.4-mini,B,10663,[Bug]: [QEMU_EFI] Not Loading Network Protocol Drivers and http efi command,networkpkg|ovmfpkg,bug,low,14,needs-triage,AndreasBBS,high,"This is a combined OvmfPkg/QEMU_EFI and NetworkPkg driver-loading issue, which matches the specific NetworkPkg + QEMU_EFI assignment pattern for AndreasBBS.",False,AndreasBBS,True
gpt-5.4-mini,B,10637,[Bug]: CLANGPDB linker warning /align without /driver,build-or-ci-code,bug,low,1,nan,deeglaze,high,"This is a CLANGPDB linker warning outside RedfishPkg, which matches deeglaze’s non-RedfishPkg CLANGPDB linker warning assignment.",False,deeglaze,True
gpt-5.4-mini,B,10626,[Bug]: <title> DXE_ASSERT when issuing drvcfg command in UEFI Shell,shellpkg,bug,low,0,nan,EricGao2015,medium,"This is a ShellPkg UEFI Shell form/assert-style bug, and among the historical patterns EricGao2015 is the closest match for assert and UI/form-related issues in MdeModulePkg/UI.",False,zhurui22,False
gpt-5.4-mini,B,10557,BaseTools FMMT handle case where Parent.Data is none (previously easier bug report?),nan,bug,high,9,nan,makubacki,high,"This is a BaseTools bug involving FMMT, and the historical pattern assigns BaseTools toolchain/utility issues to makubacki.",False,AshrafAliS,False
